song_id,song_length,genre_ids,artist_name,composer,lyricist,language
ZoufzJ4DNcc+Joh5ExxwQMlGuP+D6V7zNjslOpFoQuE=,288000,465,林憶蓮 (Sandy Lam),Yao Min,Dick Lee| Chen Di Yi,3
6g5vT2VqjhqB3/VZCVtY0wbWW2Lf1dG2AiEbWsRr4k8=,291552,465,陳夏蓮 (sharon),姜明澔,吳東霖,10
1HIMdF8uGH9wfFLd3AuXD58w0rKoigqN8YYU+LS7Nzk=,268747,465,林峯 (Raymond Lam),鄧智偉,林日曦,24
jSgciOioysh+iXvHm8QB3wD6c8LHMN7G3R5zaeEQ0qY=,313364,465,張秀卿,,,10
6dGD6M3I1IuOAQkZXFgxNBHp6TmftRFWZzHmlQnTgBg=,162307,2122,Jazz to Soul,,,-1
aamfw/CXc7db+d1nSPTX9uE3D8pK6JnPD+u1TRnFw2A=,282493,465,孫燕姿 (Yanzi Sun),Sun Stefanie,Hsu Jennifer,3
gHzF4gkxePGxOe/MwhNNOwL6qTmYuBVGwsqvx4rA9xM=,125387,921,Various Artists,Mark Mancina,,52
LMxijDxzT1EbErfELxM+sH2sXbAMEmO7ZvA8+b1j968=,178282,465,Forrest Gump - The Soundtrack,,,52
fZNpZOUIg7UMvkTtCGXnssQWztJCxoALbUZLIQyPi4o=,242207,465,郭富城 (Aaron Kwok),,,3
aodnNAyLTVBJflDo5H1a4W+rp89KP0N0sevbMuvIP1o=,231026,786,貴族精選,Kouichi Sakata,,-1
pQiEYtEZ7cv/rCkpereGqU6nzX3voEflq+pvq8LWCZw=,362718,465,Mika Nakashima (中島美嘉),,,17
I3sg1+eKwA30FvQrSGVs/LHBKywvGIz+l8YXG47QvuE=,190624,465,Jai Waetford,Irving Berlin,Irving Berlin,52
Og5SHyDXHCqBODubkcEOtEGVVqLZbcf2CGbAaLJ4Amc=,220891,444,Girl's Day,,,31
6pccHWtgrPZXyrYhng5UBzMf8BciWQ6LrufzXqQ1bNU=,225883,451,黎明 (Leon Lai),Da Jun Huang,,24
9egsCd9Nhq0GasfHrhyfDLpFm6ouc4b9OAZv8eaqLbM=,183437,1572|275,Great Good Fine OK,,,52
rTf3OK6HR5s1LRJ7reC0o1mXhwo2cxxhsLN4nB4TuUE=,240288,458,徐佳瑩 (Lala Hsu),徐佳瑩,徐佳瑩,3
BPZCI2w4v1lf8QFLd8mHdldOZDX0yF0Hhn2+EzwUZtw=,241487,465,潘瑋柏 (Will Pan),Will Pan| Italy Lee,,3
ovWu6oKUSVQBaAH+I0JgEPNScr1zNIR//5C+rpCyo+Y=,299769,947,Della陽光元氣系列,,,-1
EDKKXfLqk+gZPsGO16Chnqn03Xc6Ekh8XLoCYDwuNlY=,200176,465,Vikingarna,L. Clerwall,,52
Ii6n9cj8XTtswWK1oQxwnFOAGnu6lcv2whJUXTtajiI=,187104,458,信 (Shin),信,信,3
D6AZ6RF6/k3lrqe+t80IQDty0z9VTS/ok4o50L3oRn0=,159973,921,Various Artists,,,17
q3m9vX0blb9ETubdjSABfX98yF5bAGBXtVPFCmbeSVw=,214335,465,T-ARA,Nam Gisang,Nam Gisang,31
WG/IafvjuIkadQ1CnUoQ/vC3d9j6aD/TtshTXTcpbMc=,249475,1259,Bad Meets Evil,Marshall Mathers| Dwayne Chin-Quee| Luis Resto| J. Gilbert| Ryan Montgomery| Sylvester Jordan| Jr.,,52
C48MK4+WrHHpfjl0LQLwEgA7NHKXc3rO5Bjm88ZOAiA=,227196,465,Foxes,Louisa Allen|Jonny Lattimer|James Newman|Martin Brammer,Louisa Allen|Jonny Lattimer|James Newman|Martin Brammer,52
Zv0Kg0vfrUVN8VDzO6dn64o5Sb7XVNnyej2rzTqI+S0=,275043,139,Gerald Levert,Gerald Levert| Eddie Berkley| Harold Lilly Jr,,-1
YGbfHKW66KPQA+yseo/9QoMb69LlDT+fxTaxFRH+QAM=,229146,465,呂建中 (Tank),,,3
wx7FZBO5AjSFEgdyrXMx0Fz38Rf6aazp8YdNhxymucw=,300930,465,BY2,劉永輝,林怡鳳,3
jh8L1Z5dV5NPvClFNHAzEBWq0W54I1PO0aNyO62xhc8=,253178,465,AKB48,中川　司,秋元 康,17
i79muS0swl8miIcMC3g5FMUkhNtkTInOBKuh1JdiMPw=,233143,465,鄭源,賴殷盛,賴殷盛,3
sU+bCgo1MRle7nBrpXD7AUx83rfBFQ/WIvofN+8CmkY=,225802,,南拳媽媽NQMM (Nan Quan Mama NQMM),蘇亦承,蘇亦承/洪言翔,3
ClA79EDlTS5OeBSIObEzYGm+TOISYwW9rkRtEO8MOyY=,240001,1609,Alexandre Chatelard,Alexandre Chatelard| Julien Barthe,Alexandre Chatelard,52
qg+psgC/apoLEGpgliX3m9x5Ev5Pq6w7G5EO8r2vXF0=,258902,1609,Dancing Good Good,,,52
GKTqauI04KbCgFKWq2Cksc+ru9S7pdWuN6X3QW4OiVg=,247222,465,萬芳,,,3
qvrvHWJhFIO4WlEahQTpbxOlLob1oDldbfF2GVShWck=,220577,465,Avril Lavigne,,,52
sB4fYcEb+dDHPBSrckPxLer2Vd4BEMIZzZ0ng/KpnEQ=,211356,921,Various Artists,MIWOO,GARY| MIWOO,31
SVxiLwq1/AOGT9qmAWUuG/K52Uy41znmnIhUoYcbBFE=,229825,465,DAVICHI,Chun Haesung,Chun Haesung,31
24eDSgUrNV2LV+6C1MIg3Oaq1ukIMjmNhf+HSU/hbAE=,301907,139,Syleena Johnson,Syleena Johnson| D. Henson| Keith Pelzer| Carl Mitchell,Syleena Johnson| D. Henson| Keith Pelzer| Carl Mitchell,52
eHPmV8jYjE84CzSOtjySTPQU358I0qrb6sDppVp0Rfk=,246689,465,Lorde,Ella Yelich O'Connor| Joel Little,,52
s3fMlPNE2Vxk9YvjmuP8nxfYrKElICbru46AJNKz1ug=,221379,465,王心凌 (Cyndi Wang),廖世傑,廖世傑 / 蕭旭甫,3
JOAIzSw5tpXLLQg79eUr2+/lRSkuodpKVshcnZEtSe4=,262314,458,四分衛 (Quarterback),陳如山,陳如山,3
kgh5MndzczOKAQewkVInpG5VwpA8/zM5Bl49dpJxnP4=,247385,465,華人碉堡音樂帝國,潘龍江 ,潘龍江 ,3
sMPjjNouXFX0nLHET/ZxEOj1AggKHo5I+HkrkwrcZ1s=,218987,465,吳淑敏,樂之翼,樂之翼,10
RovM/hMMiHp28J2ifAi8PGd1MNDcF0QbpXHCe+VH7zc=,215666,465,謝金燕 (Jeannie Hsieh),,,10
1ZHb1g6j6Ef7Efht5DAsX+hw/IaGofIfFzRpDT/ACMY=,222121,465,唐禹哲 (Danson Tang),謝和絃,謝和絃,3
RMOc5tGmCtCUwZa2KHDFAWl8FAiHVBCzV/orDeXLDm0=,194026,1609,Lnyx,,,-1
w6Qwe9QPrpcgcGrKGhtbIEA6jNYQx1j5KHXtZyv9L1Q=,236669,465,The Age Of Innocence,,,52
MlKoB0orNddAdnN9PDlV1OyZwD0eF2Z+8D9E76o6j6k=,312401,,高勝美 (Malas Kao),,,10
GMv4tdBrLamT41aoHbEjYFOtOZtYfjER/Rc9/sJswJs=,225024,921,莫非，這就是愛情 原聲帶,蔣卓嘉,蔣卓嘉,3
8JaQT57/dMwLnqUpSNeljGkHtDDV+f6JLHPWNxLrpbQ=,212143,444,INFINITE,Soo Yoon Song| Jae Ho Han Jae Ho| Seung Soo Kim Seung Su,,31
Af7KEAdWCjr7hHRysoFw6gea5KmJ5Cx0lCsvHQj7gcQ=,301626,465,男女情歌對唱冠軍全記錄,,,3
iTl5HXVOIYXnq7mIXNVMxEwC0bMR8d48NS4rTvbePkc=,216874,465,Various Artists,Kevin Nishimura| James Roh| Jae Choung| David Singer-Vine| Niles Hollowell-Dhar| Virman Coquia,,52
F97xOIEuy3zhuSfHmIyuNUzNnWhVZDFOGKQd/G6WjU4=,142994,359,My Chemical Romance,,,52
/xdFA+OIzY0NWwG4rPDveQxwhcn3DpsBi0nJQLkGZpI=,239595,2122,Halie Loren,,,52
Ij4uNJEbdf9VJxpynwr7UmcffGUrfylkEiY/82CQ/Vk=,191808,444,Lee Jong Hyun(CNBLUE) & JUNIEL (이종현(씨엔블루)&주니엘),,,31
Pgm/djzIfeRnNTMp1mUm4+ys/+AY0eoBCr/6qVAexs0=,164908,465,西村由紀江,Nishimura Yukie,Nishimura Yukie,-1
iVPKmdOKXImWXSCtSft/zZMe84txBsfhsd+jdRcFJX4=,204277,1609,Various Artists,,,52
JdAFz/aGqDGaQubQJowaKBWWNoSoJ0tysoqSvQHfCBg=,231851,458,脫拉庫 (TOLAKU),,,3
8FL1qhfrJIYw/FkqfGVhLvGgNgPYgYoMg9B5U3yBUlk=,225697,2022,Greg Nicholson,Greg Nicholson,,52
gYTM5sxV0YW/3l6qPxOCxdL44WD6hUYj0pDPiZNRIrg=,317741,2122,Eliane Elias,Roberto Menescal| Ronaldo Bôscoli| Ray Gilbert,,-1
+mLD/oVGJu0+2B3oY3QVJkWZOdcwmecAWgSX52Ov+cU=,296124,465,Wagakki Band (和楽器バンド),町屋,町屋,17
L2vV2Qgle5KRYPXxPC/HM02e9Lac5Q9O2VZaWYsDWBs=,200620,465,f(x),,,31
9LFwCvf/TwN4R8bsL8QJNw+K2p6wYOsGKe0hlQVkXuk=,268128,2157,翁立友,宋永謙,宋永謙,10
3RTxAH32y2lhcj6j1AI6SQgv9AOD93p7E0eFuv3twAc=,236835,465,Outkast,André Benjamin| Antwan Patton,André Benjamin| Antwan Patton,52
6gcTL/GCLGj/NUEXGyMIaVpjwbpRBapdQAXWhNrhNDE=,281495,864|857|850|843,Various Artists,hotaru;yamazo,,17
ohVGtEXmvpHqeVrRqti8/AKPU+0O1pjXGD5RzsC5wj0=,199412,465,Brandon Beal,Gustav Munk| Christopher Lund Nissen| Rasmus Hedegaard,,52
E+dqm8Re63Mdj2pt7dMcx2Nv54V53rX9ZGvfSoo1qCo=,219520,465|798,劉文正,,,3
EkiLItxd//ItkyNmJx8LCjn0AnaekgL9JJPkKkfGoHo=,211382,786,小野崎孝輔、若松正司編曲指揮，邱玉蘭:演唱，東京愛樂管弦樂團演奏,,,-1
cxOZidAuOXJvwpT/UnpY9NSuxV76DiDDlxKNIti4dcs=,55353,958,Johann Sebastian Bach,Johann Sebastian Bach (1685-1750),,-1
oW2AmgM8N3eQUe2q/mXYPPwNawG7YvVJ+wdyLfGTXNs=,264672,1609,舞曲大閱兵,,,3
Ia96NIT1jJV8C4gkkH41mRvSWGxMqNtrUObL3auGs0I=,204643,437,Eir Aoi (藍井エイル),Ryuhei Yamada,Uki,17
kRAM2USZZ3V+pvttj0V5v+nhUJesnBfKFfmxxpZx/lE=,211069,921,Alex Turner,,,52
hlAzIm8A3vSv+CgIgkFGA4H0+4ZAj4XEwApcw0pUzBo=,299363,465,亦帆 (Canace Wu),楊陽,馬嵩惟,3
gwnRJFipfZDtmWkUZHxMy9/01LZVOazP/5NRyvq+5OY=,263778,947,瑜珈冥想,,,-1
iNjgdRZvWw/1/9TFmAdLHNB3HgIbSGVzDmYc70jV25o=,218279,2022,謝和弦 (R-chord),謝和弦,謝和弦,3
mbl0UjD5yUQJTZaXY2MKYYeI+fTp3Rq48w7oftFVmhw=,201168,1609,Eskei83| Drunken Masters| Gunjah,Markus Gunjah Rätz,,52
jgb5xwOH25LJ6FNjD29uVEGZQL+Rk74F91G7L17sEVw=,166092,465,Burlesque Original Motion Picture Soundtrack,Charlie Midnight| Matthew Gerrard| Steve Lindsey| John Patrick Shanley,Charlie Midnight| Matthew Gerrard| Steve Lindsey| John Patrick Shanley,52
K9iYwhiNb8JXW5aqXHh+w1kvH2AmgBxYqfBJ2a7VBGI=,202129,465,G.NA,G.NA| Do Hoon Kim| Jae-Woo Seo,,52
Nses0wbkM46W5ZyFoPYW0PS7WgdBkm219ewnd00i7gY=,344502,1609,Boxing Training Music,,,52
ciez3asUJSx3b42eiPWMnmARc4wog1xvci8I8v6yeSI=,289971,465,Hot Hits! Remixed,,,52
jzVeBq9MVTouGaJt5Ewvlrp+9BSpuLN9w8JwN9DNF9U=,72121,864|857|850|843,音楽:山下康介,,,17
DjJrnFm6xxTykwUAd1WmDIPlzOp6AJl8bvoW0urc9OU=,238445,465,卓文萱 (Genie Zhuo),陳信延,宋世堯,3
Fbh36RJMdJoqrMYkGpRzwQg3xQOaY3NTxix+zsQ6V04=,233871,465,鄧福如,,,3
aVEridhx4AFt8lVSa0Bq3Rbt8VXTAbh6y7lTyABfkxQ=,238237,465,supercell,ryo,ryo,17
yDoN1st3dfHrxS6gXVEmPxoXlKSOTTdfRmrYTboBlvY=,295131,2022,Eagles,,,52
Of+BtNUOpaJbpnPTiIbawTH3/tFgwZSTcTD+3ppeUrs=,161982,1152,Relax α Wave,Johannes Brahms,,-1
5TQAkdHxHE/UfTDdNDyLI/JcXimmkVXNYP1QdZoGK7M=,277849,465,辦桌二人組 (Bondo),徐嘉良,李岩修,10
uLWYvnPptuu8tOyMqT1w3EUEisCOaLUZDBDyzAbrPyA=,218082,2022,Royal Pirates,Moon Kim| Sooyoon| James Lee| Tesung Kim,,31
IRoJNKRbKAE4Odvt9lgjJTRTI9rnlF04J/r0latRmpM=,225697,465,黃美珍 (Jane Huang),Adia Chang,,3
EfUJD1PQeGmPnC23PE0cQ7LbmiPD7BLdxecpHKAs+Xw=,284316,465,江蕙 (Jody Jiang),,,10
qGp858FOsr+/wSP48R3usj1cogxNBF4MQEHDPAUCVGI=,252540,786,Soft Background Music,,,-1
AFLn9jlS3BVu9V8qchviD9q3Xl+Axb2hW0yV9KjPKCg=,290482,864|850|857|2122|843,Riyoko feat. Silent Jazz Case (リヨコ フィーチャリング サイレントジャズケース),,,-1
IjP3L4OFtrqersqY+sjiS9R4Zj6qIJHdKObRUVGU+Xo=,200666,465,ROOMIE,,,3
XdS8CMmELp/KN4UWMQFXYjUdLPf+G4rnHc5xwu4wgkw=,242555,465,RAIN (정지훈),,,31
mTpbfrskZhNDBIhk/vth3IPPdDKCB3k4afbmQ2H56Go=,244177,465,Bad Boys Blue,Tony Hendrik,K. van Haaren|M. Appelgate,52
Ah6a1a+wYT0LNy7/C+4tte3tPsMcZ9jS1j72E5CdN7Q=,227108,2022,Coldplay,Guy Berryman| Will Champion| Chris Martin| Jonny Buckland,,52
oprkX0X4tJi0+jbGCsKfbyVwOIDIHvSWQ+36qCtL6Mo=,275435,786|947,Various Artist,Warren,,52
91d+TCIiXLOjWNcEAwzFf/gHUmAfeHex5l95yyzpw90=,355520,2022,Queen,Freddie Mercury,,52
E5gDBpC95BaR1cpoIhUO3Sb3yvoBbjsR0JIOPIw9TAg=,539230,873,心靈水晶,,,-1
6eNG5epMgnvIMu5SLPZgUlue/ofXNbrQjdXQsvdBmxk=,214570,465,Cody Simpson,,,52
B/F65YJzDOGl9HF7f/NzzpE32TZ4oNMGhVXcz+SgsA4=,205171,726,Lullaby Baby Trio,,,-1
v08VUZrb1eWCMPfTJgCiJv7EiAYxaAKqjQNIoCyTDXE=,207725,465,BIGBANG,,,31
SJnDx4WUTJieb3a5I7DcG2kRDiX6Rfu7+VARHVIuOZQ=,285651,465,DAVICHI,Lee Hae-ri,Lee Hae-ri,31
jDtZpfFdd/0I79NxRjRD2aA8oU08J/WIbz3Rhr5juyA=,299781,2022,那我懂你意思了,陳修澤,陳修澤,3
eIQTzgANGLc3oTO/hwVObM9fEjJkQ9t64i92Pkefdyc=,253283,465,SHINHWA (神話),Eddie Galan| Emile Ghantous| Alex Niceforo| Francisco Bautista,,31
FCMUq9mIIfJkY9I+VNEfNieFMAr7y4C2JZKsmIS15bY=,170713,786,天使のオルゴール,,,-1
swqGKbdLegs27EVCA43iH12UfKWcObC3rI0tpY5GKIo=,234684,798,龍飄飄,左宏元,黃河,3
rblhS2e+f0WIfnuiJOkvMy2hXdT5zBNRfACPpsDXSxI=,220961,712,Robin Bird,Friedrich Wilhelm Gotter,,52
rHjHNmS26mhE5KuaO52uLTaI1NBIPRH1vwm9fy2KQtc=,238550,958,Gregor Witt,Robert Schumann,,-1
z+cACRcUigALQqaVklkMv9BNdSAKWFYAJnHvoCQK+hg=,217431,1609,Hardwell,,,52
l8/PmF0yZJDj6/Gg0ZjTDecwvV7FtdhmEldlmheKZ4M=,203102,465,RAIN (정지훈),,,31
FCPITtPpiSYyFCjK3fg20Cw5i332PQBm44z0L7+Fito=,279648,458,小樂 (吳思賢) (Ben Wu),Victor劉偉德/許郁翎,揚揚,3
0wBI0i04iuCSec0snteaOoatfQPMrjOy/JQep2aZuGs=,201665,465,吳若希 (Jinny Ng),張家誠,張美賢,24
pBSrNgVqXzUADq6mX/1UnRXC5BC8Bv6ggwc6DEdRFzs=,303542,465,王傑 (Dave Wang),,,3
4REq0xtQbZ++elsf7PrEZYeCj/0kywwLs2w/t3cxjUI=,249417,786|947,寶寶水晶音樂,,,-1
AYTqTibQ7fpquSeaEuW1tFiBEyQL9aUSDn4bHw4qrn4=,266976,458,赤世代 (Red Generation),修 Shu / 介 Vike,修 Shu,3
uDGwsrf90YVzrKXMBM2sXdnKNyS/8zeJ7Syq+MSRUko=,189648,465,Popu Lady,MP魔幻力量 鼓鼓,MP魔幻力量 鼓鼓,3
3/BlmAEgXvjoX2n+9nWonx4GVNA3JRQkmFcMWxxgiew=,276584,465,劉力揚 (Jeno liu),,,3
lZQ3KZLZFrJnws+hxUXOgWXhFppxJUWxKHjj5lzib5g=,233221,465,Various Artists,,,52
dq/LukgDTLl+ztTZf7++bYoQZNyxsxRMwIeCv/g1mRY=,964185,958,Various Artists,Wolfgang Amadeus Mozart,,-1
fRw0cjCk/wXH/NuEgWtRZAme4JN19dYA8VKL3+tVRDo=,307968,458,繆以欣,吳逸玲,吳逸玲,3
OTu1EiIhYwTr00mA12tk9HDOKk2LAF35WPvkkHEnBU8=,222122,465,David Archuleta,,,52
Y2qGg23F9fTpGcbKoze5/DT962ra9dFYRiIoddL+jJw=,277571,465,趙詠華 (Cyndi Chaw),,,3
IHptLTpVQd5IUvUU34yp2lrMnzSTONCwq2pmVkcRcHs=,182230,465,DREAMS COME TRUE,Miwa Yoshida| Masato Nakamura,,17
f2OQz/nnY+Ww5vG/FPMu+o6qM29vh4QUPzDvBwcglOU=,258090,465,向蕙玲,蕭蔓萱,巴布,10
01m/wOkXil3bbHdTyUOYUgGo0dGAVSjYDUyHknoH66M=,236355,465,林宥嘉 (Yoga Lin),鄭楠,藍小邪,3
7hrwQYTkXEqrnsirlhVX1KzrIL398UQsU+NSEnQQjXQ=,217431,1609,Various Artists,S. Patterson| D. Parkinson| D. Wright,,52
p88/UEpI4vAvfj55ZkeEqSEF4AKya5eyVltugMw85HE=,316070,,Kevin Kern,,,-1
XdqDz8zejbb8DLzG8gOZUXNElvASZWkhaQHbMd79bUo=,49783,726,50 Best Children's Classics,,,-1
JFvkr4ygi65eijvhY1N346DO2wZVFlzLSQYsF0QAcUo=,246967,829,929,,,3
zpOcCQbP0fFjVEQ1zAIfMcigMxxUZR5KGesWz9vwwi0=,347927,94,Stoned Butterflies,Roberto Carbonero,,52
1Mj5sLe9a7MUvi7LyRrGIrhbP7LkYdQUQBlFgF5u60k=,276688,921,Rupert Gregson-Williams,Rupert Gregson-Williams,,52
PRWcWwzvtuLx+UWBLey08503UGufgR0/sQEl17gT7hg=,79528,444,4MINUTE,Jae-Woo Seo| Yong-Bae Seo,,31
d0pOofHBikSaW2Ww2T4SNy7CuXyzZKiDpqxivjV7OE4=,223503,465,証聲音樂圖書館 ECHO MUSIC,Adrina Thorpe,,52
p2eRJYiednTtIEwiWjaUs4U/WSXxwhmPzcygo+rBlnE=,303751,465,齊秦,,,3
bR0ELI84r2ZCgev6VFxpxLwt7T761G7gVIYpxWkjtdE=,240013,465,Hoshino Gen (星野源),,,17
Y3gAG3+I10EzZydZYG02DPPr4M4vgtjUkJaZSu/AtQk=,257462,465,六哲,,,3
X+R2mo0xm2vOe1bf02qbe54gtuBfBafFX6755zSpkvA=,281704,786,民樂演奏版,陳偉,,-1
C0VKlElPsptiTh7Tj753Tk0sp8c2ZW0S5GlUwQFtZX0=,110899,726,Music for Babies,,,-1
ewjFPCCrFw9uxOlkrGaXi0vKAOZmyCOrwFM6otuWC0c=,198855,465,2016 Billboard Masters,2016 Billboard Masters,,52
hiUx7Kk3UFsk01FyuhBmT1tdtK3D6OugXbShbWLC1zQ=,272379,465,Various Artists,DJ MITSU,CRYSTAL BOY| HIDDEN FISH| ヤス一番？| ノリ・ダ・ファンキーシビレサス,17
bhyuck8F/RMcPX5zWh+1A4oF6qaDjouJ1UmGctW8JTc=,247222,465,梁靜茹 (Fish Leong),,,3
SPNL/rVd9tOd6TcnhT5GEh5WveJdP4xuCd2atQ9ys3Y=,72446,921,妻人太甚 OST,Ham kil su,,31
rwUmV1D5B48c3DF3A6LFB8/V6ZZH3S5mX/x4b4Hf8v0=,279954,465,鄭秀文 (Sammi Cheng),Josef Tse| Patrick Lo,LIN RI XI,24
uGIeWyAm46jc+hu7wogzppXWQktxxECZQ+G21Kk90QE=,229877,465,李宗盛 (Jonathan Lee),,,3
Pi2htNEfr2i39yOnbi9hcfft7OE4DBA9lTkHnVfhm1M=,141920,465,Karl Denver,,,52
oP7uXEVgWZhHsx7D89ukux47ilzE6DBvaMlZJjvZDPQ=,183589,,แก้ม วิชญาณี (Gam Vichayanee),,,45
kI95hf/sHotELb6Y/AaqRtp0aXcZuoIjXx/65zD0tFs=,200837,430,George Ezra,George Ezra|Joel Pott,George Ezra|Joel Pott,52
whzWj9Slo4CFm4HD6gLCHdv3lfn1NjUqCzvwCBInboo=,312215,465,下川みくに,,,17
1rN0DEnUIXCqAWaNC6Wuf73drFif1z44yVJRgj3jL+8=,294530,1152,Dream Deeply・・・,谷川賢作,,-1
hCarFAsK0ua7L4ZOCr6nPpecNgT9Qjk9pgU5qePR0pg=,186984,465,蔡藍欽,蔡淳,姚若龍,3
0js7AYl2/NstPpJ8bOhFh/JGQJd9gYeBXfbjknrrGww=,250055,921,The Hobbit: An Unexpected Journey O.S.T.,Neil Finn,Neil Finn,52
iEWTf5L+lSetmvcvF8JrIIZP9wY1KJfunshKo8XZ/Fc=,262989,465,May J.,Utada Hikaru,Utada Hikaru,17
IahD0yX55KQ4Hdba8BJfoalL5d7nH9TZjz0WMYMdS48=,230086,465,S.H.E,王治平,武雄,3
k+j2etB9k7yO+UqN937OQw+skNE1ZdQ4h6iPqd4Oc9E=,257880,880|458,約書亞樂團,Djohan Handojo,Djohan Handojo,3
QIJMDU5ylLYH8ZMoFAcw0x0burD183lKdjys5B6P1Rs=,257322,465,Yellowcard,Ryan Key| Peter Mosely| Sean Mackin| Longineu W. Parsons III| Benjamin Harper,,52
WNmCBr0I/OLUzQoQbrQXiLXwP2NftEi/GFGjhgE03m4=,294138,465,齊豫,WALRAVER| J.| LAZLLO| V.| WADDY| S.,WALRAVER| J.| LAZLLO| V.| WADDY| S.,52
YYIyuH9Y57tOXM8TuYd+GAUlWB3N1w+3xAa6myV1yS8=,209328,465,Cher Lloyd,LP|Catt Gravitt|Robert Marvin,LP|Catt Gravitt|Robert Marvin,52
uVG1I8V1NPAh0iPiEidir3pagFl2KrF9V4dCZDCdzic=,298283,465,2010 The Hottest,,,52
dhLeyRSehJ1YpQwK+NYvHh88uxj3XPJpqp9A+Z/4F4w=,182935,465,Bielfield,Louis Schoorl| Kyle Bielfield,Louis Schoorl| Kyle Bielfield,52
ZuZeYruUMk3I5Xb+rd/TdAzOv41jsoGpL9bxAdF7rRw=,199970,139,MYNAME,,,31
inXB06YaNbTu5gTIC4br6brAdx8k0O77SIrci4gQw2I=,189997,1609,Dillon Francis,Dillon Hart Francis| Niles Hollowell-Dhar| Petros Anastos-Prastacos,Warren Ben Baker| Carl Terrell Mitchell| Leroy Barnes| Jovan Clayton,-1
2hsmEX2rWbwHdeRb91L61yIhZFNuUcdpbZvAf9aXUa0=,288705,465,翁立友,,,10
29j72gH6oZoog0dSv+bN2ojYNh6Gei3DgzdIoJZwrp4=,254328,437,boku no lyric no bouyomi (ぼくのりりっくのぼうよみ),Nicola Conte、ぼくのりりっくのぼうよみ,ぼくのりりっくのぼうよみ,17
vvX7T0pAn7RxMrjMf2Zx5PFtG/3kDLnyo3GN8TesEqc=,348891,465,Rimi Natsukawa (夏川りみ),,,17
MogzCKl9uUKe6QhIKCzzK2iZ+EAHBDehUodR3oQSJmQ=,202187,1616|1609,Alan Walker,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,Alan Walker| Jesper Borgen| Anders Froen| Gunnar Greve,52
p8QXo6CzL+K+z7D7fZhRSEoVntsCCa6dPb+P2pRQ6cg=,267911,,秀蘭瑪雅,張揚,張欣瑜,3
XhJ8V9LtO3q9z1rv6vwz8Bkgn8tBGP0d1PvBWPPY6kE=,201038,465,Kylie Minogue,Jim Eliot| Mima Stilwell,,52
Y7OElpQ8ko2PpTPHLrjmjgIAgkNuUyB6iA2Ak9Be6rk=,229564,2022,証聲音樂圖書館 ECHO MUSIC,Nick Rezo,,52
Lv/lfJ5mx49u7T3lrff4Cql9L8VbAnFlFUpzRX6D+OA=,275957,465,莫文蔚 (Karen Mok),安棟,李焯雄+賈敏恕,3
2qDpcjuhtGhyFk2o2Ivdninrv8IH0a/DKBvC9YhNGgM=,333125,545,非常相聲系列,,,-1
G9vYdeXjDAgrAs/HJcZZQJvA4JnKdvxlTNSVtaV39nA=,279248,465,M2M,Bottolf L?demel and Nora Skaug| Bottolf Lodemel and Nora Skaug| Du Jia Shin,Bottolf L?demel and Nora Skaug| Bottolf Lodemel and Nora Skaug| Du Jia Shin,52
YnpR9p5R1hGXbEFdDETo7Y6llnUOojeGVbh9ZehNWtI=,181916,2022,Linkin Park,,,52
qI3maHITJ1ON/7mXJp27I96sC3AOMq6hfcrSS4HlK+s=,105604,726,Super Simple Learning,,,52
EG7Or5Mj1qzOaUB0D/Bm6XYG/Kingqgan0u7f6UF+EY=,200643,465,蔡依林 (Jolin Tsai),,Zhou Qi Min,3
JXCSuM6kYlLoIcRGDqwA18HtBEpjvB3SlFXw08DzZ6U=,210837,465,Jon Secada & Rebecca Holden,,,52
Jjkbk16dvGN5Ikwq859cjcuxr+QxyJ4PhVHbwVNe5kI=,296751,465,DJ ReMix Factory,,,52
JsEPu/3bXvInmKMWRPBzNjfmletpfMo3bfGL96IRxV8=,224653,359,Radiohead,Colin Greenwood| Ed O'Brien| Jonny Greenwood| Phil Selway| Thom Yorke,,52
8H0pdcLhWQC/fIV2xg+zbBCtNNOcNTtfOHjrkDEzBWg=,222772,465,2NE1,,,31
1F1JfstGippmbEsSEykHq6OJ9SPRghiVoe7dfqubt2w=,175124,786,Vin Downes,,,-1
sUDYSRguI6rJzjtEMGIWxdVa3rhYR1DSYFUTceU+6ag=,148688,444,B.A.P,,,31
dvaXary8HGUHiUdnJ7GdmRL+T0OlqeKvxE08vOu4Teo=,260388,1609,Grimes,Claire Boucher,,52
QoaPUXxwPg/HyJWJ+Sk5+kUDnn8prU9rjadsQHg9lNk=,200202,465|430,Sam Tsui & Max Schneider,Alexander Grant| Ben McKee| Dan Reynolds| Wayne Sermon,,52
1j2mf0hp/Nj6HInHQ3aEGoJTgaO4XLeikK1iYoEHE7c=,252656,458,張懸 (Deserts Xuan),,,3
iv9gETUtPi2iZnqEiLmHHkvAozBho3wY7WKD9YSR1J0=,270210,2122,Rod Stewart,,,52
T6C3JIkemNqrXb4o/sZpz/StTSA1PL2+mnDhnyu+Hyw=,297064,465,卓文萱 (Genie Zhuo),彭學斌,李若君,3
tVpo3JSeaA/iAhz2hT2o80WUyeIMGop1+L9JSBl2vz0=,221623,465,余天龍,余瑞昌,邱宏瀛,10
