msno,city,bd,gender,registered_via,registration_init_time,expiration_date
rGxPvof85JP/NOTzvFqB+6iqTBvPDdp+Jai4/AwmE/0=,1,0,,7,20160829,20170930
6DqIRqMTQ71gXxWRxecrFSe3KHLdXsiQlzA0I5VzSNM=,1,0,,4,20161212,20170108
DkJQb3AMA8Rnnrm2xh/3QFVzdzCziSbJvyuVrvFr6i8=,1,0,,4,20170208,20170211
m53n4bfDiVopIXMg5fRYa156fUlrvY8TfLSU1gl4avE=,1,0,,7,20130123,20170223
MsKYucSEVBUABGDtvZWthcQTVr/8smnbLo00uAfa5oY=,13,29,female,9,20121129,20171009
tuUN5PBOydSAGZsT9avg3eEv+JeBgV4oZboZf+8XfWg=,13,27,female,7,20120526,20170923
ErTV7r7+p07hn/FiEGuumsJfSTCYvI2Pl9F003fXDcY=,15,22,male,3,20121218,20171029
1CLONC6oL5XRrgtKHIf9ZL0SuBSG7hWSgQra57IwXZs=,1,0,,7,20111211,20171002
oXI3PW7YkQhu4YWvbsKvgeZIptmMhQ+u1pciEvyK/6Q=,1,0,,7,20140308,20170915
+kdDjLO/FWe4skwDzCkdln2Hyh2xMNRSdttvb2EdNEo=,6,20,male,3,20121216,20170716
sF04yDHXwt0Td6i5byNLt4GD+NgsU3qQK50u4z+CvDI=,5,27,female,9,20121125,20170609
Oe9gMwSCG9UA7ixBgnoU9fs7FwKcTz6Ydq/bjiOUDw0=,4,20,male,3,20140504,20170708
9tZkXwr/Vi+kWWjtHIqOvGkfjac4MtypHSrM/Mfhmis=,13,24,female,9,20111024,20170617
YR0dynDenTsi6l/CQPNkM1tQXmPIDVVT2Dr/dcXY/2o=,1,0,,7,20140405,20170205
ae+d1gpsblPtW2YBnVqsMJOD6TfdYtu6EUlClWyxjzA=,1,0,,4,20160825,20170615
dQrSevy/5AjwwDfhmVHL73VrjLy3Qf2DvoudbGtGZFM=,1,0,,4,20170210,20170213
88mee4AQfvjvv4/PlFHhvMag3riim5DyAdtP0xc1+Vw=,1,0,,4,20161031,20161107
/3zsGZvgkdkLjSI3bzHvIlTW6pIRtJyOKjmoy0KQ9xM=,1,0,,4,20170120,20170123
hmXDTmuxjsy2KJNHOBMDmIXUVr9hHea9BlziWRa5u4c=,13,37,male,9,20080118,20170711
wsGrh6PeWZ7R3Uu2Z6ia6Y1VjAv7rJahzH69lNkDRGU=,22,33,male,7,20110531,20170917
zTgVLn5vynsGD3I77Z++qvLp3nrPts2n3NDlBKr4wpo=,1,0,,7,20100922,20171004
LA1QI0/IG85ZCkdC3kF+pHgKUwPsbXvKAPAaKLC0D8w=,1,0,,4,20151010,20151013
lzN0wW2es5Nwq2s9ZsVc9Bof7ZWv/l8WZ+j33LtPcZA=,1,0,,4,20160217,20160220
nNDrSdH96ujJ+MBmvQ2v7qmVAM6VrHpTh6xAh2I5Vfg=,22,21,male,3,20150609,20180327
lyyEz2p7AEEvU4a1xdlk7P8foomLKPRvaZBX0Mt7iu0=,1,24,,4,20160911,20180320
0vlWoMYboTdqHmSVe2oD1Qg4W18UJuPI4qkVe8j33ag=,1,0,,4,20161015,20170609
yYHpPQx0EDsu/QCBf8EMjyuM3rxnoXF46Tr48LczSaw=,1,0,,4,20170115,20170118
aVCwOPG98ANv4w6tDB0td0wj8cjbq1cYZkSYeJw3Tuo=,12,32,male,7,20101219,20170913
yQSsXMRQULbN+Rc61RSQCN55eAuS50LL6lRR4oNeiIU=,5,28,male,7,20160215,20170914
s5XHIfqJaedBJ5lyo2zSOMlT869TDEk6kJwhvK/tO5Q=,1,0,,4,20151026,20151029
v02Cei7ItwYnc6xIXBIW/key2MRwhdZubNvTPY/2//4=,1,0,,7,20160119,20170919
+HRIpOv2+gckvX+f4gOXUXERzB7ksoSUeujobGMbPkU=,1,0,,7,20151221,20170920
siokYlv07Eas7kARkU5bY4rvCHls/4fLgKLdj16y2Pc=,1,0,,7,20160130,20170913
vuCZvScW6sDlmiti7TlLHqY3dZ4tXGgqRT/0lZ0M0BM=,5,52,female,3,20151202,20171007
IlGOLx8RuNOK6tC2T/lgix9b6p7E8Oq6P8MAul50Fpc=,1,0,,4,20160127,20161211
1FiMkqfkF/+BgNWnine/pT8OHpNLYe9UiGsJTaDyR8A=,1,0,,4,20160616,20161125
hO917bXG/1V4YmJuVnAHvfJU49+NEofFrsw8XnhspEw=,1,20,,9,20170210,20180211
X/Nr8dElF5JLulB7oDOHwCH2ntI0bia3S7tK8RQjDh8=,4,25,male,3,20160123,20170920
/PidsTPby1hqxgN4itQS1N9G5SuBgg77eEn99bWGZB0=,1,0,,4,20160615,20170610
GZ42d5yvmheZGbsUK1bl3g6Y6jEOHEYh3Xx4eC3K8a0=,1,0,,7,20160303,20170314
rJRzNDWSbP2aIHBC4uLn/onUUtukhqrF371AcZCLuTE=,11,25,male,9,20120712,20170901
p+WIo6CkdUC6KG0jJGMBtLN1pQc4Z3uu1e56ZMb7v/w=,15,29,female,3,20150808,20170329
aQFIVq4Rjqu+RJ0TzV1c6f5dZOSCigXm56BqRsSTYEE=,1,0,,7,20160610,20170910
bkxc/Mtud2POAxo7Y+A4wBSOFzB3Asha3xWMSjAgIBs=,5,0,,3,20130309,20170613
Zt5Fee78PRPI7i7PNT40VzBDgnjyhz8fyxkrhBWMVu4=,15,35,female,9,20050321,20170612
HZcrrw16rAVbylfUaJFz8h0q+Ry/GukpILb/ttXvIBc=,1,0,,7,20150824,20170919
nDoRcqe0HOSygN3BI7iXxb15oqhJR6v4EOufD/gs7M0=,1,0,,7,20150816,20170930
wI86p7ADoHF/tMVOsL+ZxtuPpVYgu9yyf+kjDxE1KZY=,15,0,,3,20131208,20170713
pEpFpxyq3HMPhnigrVONiQjDODv55gG1AfvBQIzwNGg=,5,50,female,7,20130820,20180225
9cCO1uemv0jsiJ8OzYz1WhwIKqWeDdFNgzzVhaAA0a8=,22,26,female,9,20111225,20171004
DcwVLcD3OsWW9vEj/EHW7Njjcaqn8Pa9+vOC2KEZNiU=,1,0,,7,20111130,20170930
J6Kta98tFvdMsEdw2M2iCmFfaAH6mjg2oKjz1fXkSFU=,15,35,male,9,20110413,20170916
Ik4JJPYrTPJwJk9+mevpaGER6gvWc/KX0PzL9jVdoV0=,13,34,female,3,20130212,20170911
ro0E0BVupBTHk6a+sTsfUt7Hqu5/WD++gAXQAg2gN48=,1,0,,4,20160806,20170708
HovjpKrGvdtoOoq3bsKLLXGnRmFpHFhsZQEyUaDJdSs=,1,0,,9,20170108,20170111
+GrPyhiU4+kw5muxYARrgvztKOoyCiTBhc6eZWCNios=,1,0,,4,20170204,20170608
qM1v5X/TTfyYu+diFesQVYUh7p2c0MWfOEznzz6kUmU=,1,0,,4,20161219,20161222
VSATyq0EVbfsUHyNVd+JLeWs3D56xt//LyQQjC2/On4=,22,17,female,4,20161203,20161206
yKwWH3KpFU2zQTGVmMeoFRf7kZRG3NgBc5T4ERnYnGM=,1,0,,4,20161105,20161112
Xo4R6FbjJJUt9M/v+f5YaiFuwLx3kr76G3baIryWwnw=,1,0,,4,20161226,20161229
E0ShBdBbhIiLT9APjS4g3F0YR/H/yXNHbBnVPecIznk=,1,0,,4,20151117,20161031
u/BaXGKEcbsSMbauAd2+knlxWl5Cvo+tzyrq6E8TvXY=,15,19,female,3,20120630,20170213
THZI2SVFE6pzReEi4uAE5qt7fLONU+YtQkRn4MMXsRE=,13,33,male,7,20110115,20170916
kemcPG7M9fcXoBA9NrSUTlgkG9RyIBeM3Uydt/K4D7g=,1,0,,7,20151229,20171005
F7kC34LdFACDLd3EvDo5WxsXSMitbPLJ86ZC4KLt4xs=,13,32,,3,20130521,20180414
0uczJdl6D1sYH4qn4ELBzKRLwyHWDrVt2kWMLcSq64g=,1,0,,7,20150606,20171005
MxF3af8MbiR6KVpRqMTK9Fk+z9QD8qFws9y97SnyL54=,14,21,male,9,20120517,20180503
qoa4I4UFS/UERmhwFP7cijzKfHyqCQG0Z0zX95aozzU=,1,0,,7,20160108,20170107
DIM/FHMmSdfy7yRw5l8J/DWLDYbpP90Xph0ptmS0UsI=,14,0,,9,20150416,20180301
2XnXVMaNuF3dal5tnYhsKf8nLkStT7lv3+FabkHn+cg=,22,28,female,3,20120723,20180304
Q2hPeQQxaN/0+QvPS5rHirR0awx4A1f53sMMzugzgxA=,1,21,male,7,20160408,20171007
EvCzDImDauW8tfAgAq/ThV51UO6QddHxmwgDJQeWYV0=,1,0,,3,20130808,20161217
i82QSmtDo/Cdpdq8bRpweOcgSviLO3C3/J89MtSWzH8=,13,26,female,9,20140103,20170908
Bd/dGrfCwngrSoT4YXMy6ASH7By+GhkXcCNn0sHIz94=,5,0,,9,20110427,20170919
sv4fMXhcnijeleM2mCy+zbEot4pUDSKQ8F5iODTvoUw=,14,26,male,9,20080601,20180601
xY9ZCBJ5dJO8qWhSaFZLY9wGpJhlQYv6u5c8CjOfMBg=,1,0,,7,20110518,20170327
tYOtz3qkW7NerPhcpnYK+jMAEOVmKMFtafCMEWB3q3s=,1,0,,9,20150927,20170908
mU7AvfRkNk+YH6n6IaFjP3VS8cF7vKUUVqUFkORqfXY=,1,0,,4,20161023,20170910
xVVeAvITKaz2yzZH3Zx8ywae+C+J6NazSJfLxXCsfL0=,1,0,,7,20151106,20171005
XJmyh4t7MStwvGG6gylrABtAtZwBuBT5koUhk13IbrU=,5,29,female,7,20160402,20170916
7ecQ3Q+ODdy6TGv8VPPKoYlhwf7vgrTbrHoZsQCkc+8=,1,0,,7,20150728,20170415
+0+XaewkS3za58vHwKCVGwRYRvjig4lTtKDV/tOkzbU=,1,0,,7,20151212,20170911
ZTQFKJOtV7RgOmpkG9ZyFrPaQztkBqsMnVws7jD9svs=,1,0,female,7,20101110,20170911
S/65NCmzbN6wnFxqMjzVIT090R3j/WWDawkR3IGloMM=,1,0,,7,20131008,20171007
/EqSPxVVLRXwZHFLkoM41rcI7rYdtO8vUXYgLCum4QM=,4,17,male,3,20141111,20180312
JAMX1btSF35pGZTkRdnRgkYl0X296r83/dohjFvr1e4=,15,14,female,3,20130421,20170930
Wc/qoOJpZqjBar++wXeBFUZGQq/Q3D+vyvcaCWsZxg8=,5,24,male,9,20100818,20170912
2BeySIM+e9LDPhUv6QGpro14+cFAD3G0mkz/Mbzn0p0=,5,63,male,9,20140101,20171006
dc4hZ/LOP/kQnulA6CrXHTYzR+YkH4K7OEo6YD6suUg=,13,17,male,4,20151019,20180116
9UP/N+F3XB1PBXKL1cR87yqe0XeYRNuxGZgG2VtneuI=,13,35,male,9,20101211,20180211
IwsY4HbwvkQpe26yqi/JaTeJMN/U8NdQogHLuu0Bs8s=,1,0,,7,20140924,20170908
I0dAXfbHCSyuEkJNhfm80PVv1fTu6YuGVmg3cklTVUA=,1,0,,7,20110131,20170917
iW3PeK1L87VljKaDnDYA81I2jD1liYrQsmTX4auZOsQ=,1,0,,7,20120102,20170930
LIAqNZkh8Xn89Xr/yXlbn9syuqxmEt7gagddEt7f4cc=,1,0,,7,20170124,20170924
HbF57+Q5vgzqhJiRdWf+hqpr+CNjPXb011jVzem1eIY=,1,0,,3,20131121,20170302
RRdutfnNQq2sR3URKxSUDOT1XQGTSEc4FW+fvgAs1W0=,1,0,,9,20140813,20180105
jsdl15wWQxlxaCtknTPdeOWAM4SCyGlIo7Ly1ci5k8c=,14,23,female,7,20140929,20170915
VnPdYHPEYdnAJAIjQcOyQkxsWTw2N+OBdlEU6UDWXjs=,15,34,female,9,20150917,20180618
om8hhIcsHIt5KkoO8yLFuyzXm9efAFC+7i/tBfhGqfY=,13,30,female,9,20140504,20170710
+N+FLYuM10UenDOgvt7hGHn7S4wBlpfTZxJRwMPC9/Q=,1,0,,4,20161209,20161212
hjYq+vzLLCt9M7hvOazp14KPzQZnAXJgM4+m8sH9W7Y=,1,0,,4,20161022,20161029
Z9qY0dgm1ZSv7cgdSydkDvT5/KzEe0xY/PfrmYRdJjc=,1,0,,4,20161210,20170109
FhabpSgDC8j4/H0rwvlBPOvdzt9C95XxF0G1tX320sI=,1,0,,4,20170102,20170105
OW8oGdVkAPG7tAzmZfgoJnV9Drp30+zlLd4yOP5kzq4=,1,0,,4,20161202,20161205
EKeMsb4YYPdXkVb51NvvX7Wq7YL2jITX+6j588vd/o8=,1,0,,4,20170228,20171002
esvqWMGb3zN2sN69RwoMklFFmPIkYzdUi3VY0q7xcLg=,1,0,,4,20161225,20161228
WwN3xQomt9qU+Mw/V45Cst0cMMX0WtCo/MJv+p9t9cw=,6,16,female,4,20160830,20170812
6Z7mjRmm977VYXPg48vMEZ9BcPL0IS7l2vmWgVVVVFA=,1,0,,4,20170220,20170223
WFvjGbVsUcr/bwetpJ66caq8In3TM5ArTW82pddIP4w=,1,0,,4,20160827,20170808
nq7MWgq/77SUyVFRWv9ltEaIBPGc6bkgfmYUdDwdaJ0=,1,0,,4,20170204,20170207
7Od2W7s+nqSVg1yV9rtPxt39KzVAuultoGNUa8E9NmQ=,1,0,,4,20161117,20161124
jQDhTfA9hTHF5CuJIt83iemQBJDxAQ7xeI81j58RHDs=,1,30,female,4,20160805,20161116
xggx9f6Vp4yCwWMtGWLTVrOmBUjkwCvyxV++JMWn4wk=,1,0,,4,20170127,20170130
M6EwC/zIcrM5qlJ1rT95cmWaXuqvcT7u+dQ2AQi+DKg=,1,0,,4,20170124,20170617
V0DtzjTYQ5XdWuz3mQpxqBwHNgpxEYiHUMX9xsknldg=,10,23,female,7,20170222,20170921
OcF/3GZaWYwZ9vjvcgNhFrkLQkGhVuN0k4rJNU7rEGE=,5,36,female,7,20101208,20170916
418/yhr0fjOXmQSrpzNXTb3+D2bBDaJxZ/8SvMzmg6w=,1,0,,7,20150911,20170911
rbJ1zVa540pNuhcaB67DI14IrgSn7gG2jk1bORAjWKU=,1,0,,9,20141117,20161226
gyRonj9ero04sA22135bwQ/Hd+4GuznZZFngpDvt4gg=,15,32,male,9,20110419,20171022
8MjEnr2AcX+u84+OwwhH8QJCM1Nm+2OUVZ8wddvtNYo=,15,40,male,4,20160618,20160621
hi0vlCt0nDNMC2suSl4/D80ocZCe8b3rvYdiiAkmL4c=,4,0,,3,20130714,20171002
GD0vPKdicBrt6avlYDZGEiX6B0gnVP2lxgH0bVqfrds=,4,18,female,7,20141204,20161030
g3AdB35/XKytil24g2dHmogHRI06cBvnolhag1Wlow8=,1,0,,7,20110502,20170919
/80XQNFflF/90dpHGX/v6XISBEqkA20lmSDkHK2KOpM=,1,0,,4,20160825,20170610
ezLkciiS0fBWQrvzUt7l4S1Rl2jXVWdFzlkRWiEvlYk=,1,0,,4,20161221,20161224
/LdrW7W7TVR6Z6uRXi6vNTMZMhBYkz1N6YizVj1L8aE=,1,0,,4,20161016,20161019
eO42uOKvGlxaJLPc64trrZmmJzwH+JR8aXwigkRauCQ=,1,0,,4,20161105,20170717
U+1quj+2ADe7HWvQ61rO2BC0WidvLPKW0JYSE0OnPOQ=,1,0,,4,20170125,20170128
gbIQ4WzwWjIftVVVpvZwU02YuMYSqnD3eWPdNwY0iIo=,1,0,,7,20160401,20171001
ArU3ospMwlFbHzlx9k7QPKhXiKzBJrfQpv62rNdRl3g=,1,0,,4,20160229,20170712
JLuxolwK1c1/9/0wnjyh2qOpdY+8XRnpm11FuA3XGsM=,5,27,female,4,20151115,20170913
VtV/HpLv99mp6UvFYtLNyFMVWRnFACLYsNc6klmvCnI=,1,0,,4,20151222,20170808
ppIZMr20tGr0EcPMP7XHtitpkhmdZcpURG3IsJJSCzI=,1,0,,4,20161203,20161206
flIK+ytnnZZOvZSaYRLY7fiedTnegRbVkBHS4dTxf9A=,1,0,,7,20151112,20170912
50W7YbJWy5qbwm8RXM9InY9wiLFkPxIi6o+k+NocHEs=,13,0,,4,20160423,20171020
x7EdLM3JkfrZ5v2gUCqvoHE3X58C4CWQYljqH31IGck=,6,27,female,9,20090124,20170930
WkVVVC7Wk/xw0zGuA6VwPl27vVUjWBe5mZQBlvMxrVI=,22,30,male,9,20141130,20170930
LIdwwo4enCOuVjc/gTabhSQRNjyUjEGwHsVR+QGqbw0=,13,30,female,9,20131113,20171112
+qN96+lRCmrNMSHqDN+ZxHSG3GkLq6CzLqKaJzpb3/I=,15,0,,3,20131011,20171008
kBr5MdiKfdtSCGrLJw65RM1WiwUmdZoUWcKYu24wu70=,13,43,male,9,20070328,20170330
219z/TKmM8YC/YnPRXMl545W4K6PhOJSeL47Z40xyy4=,1,0,,7,20141124,20170910
OesnHCNCipP7i9aoM+yebPpkItarindfAnEnBB79xB0=,5,45,male,9,20101229,20140604
HyAzxIOuctHkVJuwdo1dFGGTVf6GXm5WdGQq6KqDCMc=,1,0,,7,20140111,20170930
yrQ04QShNFus2ciyCYHWwPJSiRUQkV3jDnZgUsx2WuY=,13,33,female,3,20131201,20171003
JrApjKsXK10yAJpPOON+Q1yOYPbo3mrpUK7dCAwpYqI=,1,0,,4,20170204,20170207
BjZ+qxIhx0nS/OgUrelfGXyFXvwLsLRYQseZ730suv8=,15,30,male,9,20111119,20171130
q+003+jAP5CJQo9qtbsZNOsK+3Sgt21bGM7gT5zgSN8=,21,26,female,4,20151229,20160624
PQbwIB/+eCvCVSD+Wukjhc3PQBM5DTW70RgTcvOGZro=,1,0,,7,20160206,20171005
EA+eE0GrS1Rx3lhBX1z6BpyMh036StfkXxp71XKUus0=,1,0,,4,20170122,20170125
c91f+JjWNCfFKsu1wMy21P7HJpeHTWXwbeSiBm+RV5g=,16,41,female,9,20110306,20110307
9Ej7kMfQH3+hMVBHko5Q4hlaBYFt8vYZLqxIJdKZ+4g=,14,42,female,7,20140802,20161231
7lXXPZLRbAPWE5ILi2BFQVEhYzPz9cwNvuzIVCuHfZY=,14,31,female,9,20150828,20171127
xnCDJqtCcqVR996aqBW1qOuVgtNG+FSaz30kFIkImv4=,1,0,,7,20131229,20170908
aAPlPzCIkvfLBcXuTQoLMZGjj0Wf8lTbhK8dXc0Vdq0=,13,17,male,3,20130927,20170920
i7h6vsJdYrmdVVCnqgdfd9rszy1nd3k9YHdl6kbk0PE=,10,25,female,9,20161027,20180313
EvGW+NftUWozy58wwb8S3Rz9dgBTdOW8hRvET5FXj5c=,1,0,,4,20170117,20170120
52i6ygHaFBbJ8Bux47SnAeyA7SaryBm963d60X56Hj4=,15,23,female,3,20131217,20170909
kZjKGjgM6f403ImIkPZW2AFqlYQEC4d1/2+6WiqPLJI=,1,0,,7,20151010,20170910
d072aDitbTNm0P8RKc9S/+1/+gsUlRCXMkHT9B407r4=,5,32,female,9,20090818,20180403
w+m14dBcohgz7ioOYpFB5PFSG3IA2krkym9vR3GOgIk=,21,23,female,9,20131030,20170727
fRZ/VQ6Z5J/BC5cdloUtDGaowrnvZcG8Ai6ot893eh0=,5,20,female,3,20131128,20170818
nmsmlqZNtlACGcitX0hw+dzdbq3rm45U9wF87PTpBIw=,1,0,,3,20140119,20160703
JGMcPoM62HSCSZ1JYTlz3/DWtyzcI5/1QRAKiFog79M=,1,0,,3,20130713,20170908
jgWpOEyrCiXmS0ia1cYYvePzV9FngG1w+lxwZ3bfnj0=,1,0,,7,20130504,20170908
gKAEdkuiSBW+N/++xis1343J27FHjNZBZ2JGG6Hhuiw=,5,17,male,4,20151009,20180313
q17gW1jM1IZWyr1n63pjlcZBvFFPEPTPa6/XQMXyyrc=,1,0,,4,20170111,20170114
VM9Q5iS409G2ulCcGiq2SQRP9zim5rHLX6DZG5ob254=,1,0,,4,20161128,20161205
l1C74geWZT42OyDwszssBmhCt1Ks7RTWVywFOkWwa3E=,11,17,male,3,20161030,20170828
xnXwazfa+NVETFgG2MMsldoLDLqlkGK20gtDFj9vcow=,1,0,,4,20161127,20161204
91sSC69HtigWrnv61tUG/wu15Nsaq99uG5ONCP6GgUA=,1,0,,4,20170129,20170611
TvjXpGHw4z8vt6UN0/kgLnE47b9wlNVluI+chX+p+pc=,15,20,male,4,20161221,20161225
8DnS/04ZDNNDfXXT8EV/7FrQFlSdOUonaN3E4SnsJGE=,1,0,,7,20150607,20170916
RDxGItJlgMpAxC9RdPHbN0+DTLf7veNdUz0EEwuuROE=,1,0,,9,20150711,20170923
igOjcS1cg/bIM2ZR3ed7gLkckOsK3ms3yepaPkKZP4E=,1,0,,4,20160225,20160228
0zD0fBQarO3CQtn3opVuDCo5RKUYPax8Erba6QLsD/g=,1,0,,7,20110613,20171007
22PfSoh5JGXPELZvveqUdNiHLsgm3eMfeGcA578YBHI=,1,0,,4,20160313,20171002
mHgO3YGICiAfZoWB8SXyfzu3v5hUfROV7+XL1srmOck=,22,17,male,4,20151028,20160402
q+MNlvZMi0TCPReNDNpzWaGAi4NIkzVJUcSVFBG9SD4=,3,28,male,3,20120801,20171006
wsRg8budKJad2YA7eYWljB8RHrP4FZbDbRkwwN+6T4o=,11,22,male,9,20110430,20170615
t/D/OAsmcKova+Dnn6II3pWuLFCH9ZuBr+SUoOTTWI4=,15,20,male,7,20150721,20170921
IKyghnVunaVqArDEGtxJAN+YJ2rSe+ZMKvLZkNVTAk4=,1,0,,4,20160401,20161201
dTtHtVvasqP8iK0WfJBMqF74f+vlbAGKiq1p03iimBo=,4,24,female,7,20100920,20170726
xweT0IRVvzFfACTrfcEJopiWwLoFOMZr4EuWdm+NdPM=,13,30,male,3,20150614,20180115
n4y82Ocxfa7CiYARWtOPfqweocvBkh9oerW0+z+Gy+4=,15,47,,7,20110301,20180407
9dYZa3fmciKVzpkxEOxWVkjlcZoBJcIPkKb2eNEDISo=,3,19,male,4,20160110,20170708
M6IvEBfyUTOhhf71lbC0P4HPzvW/+xhJvzGz4D/4vdA=,1,0,,7,20150728,20170930
tpg9HLaQZiM2GEUlSD/lJSmZ66J7Oy3wLMnDr73P/Z0=,1,0,,7,20151030,20171002
N/Fvfb8d+kJS3kouK80mailHEjVjA3wCCFYGs+P692c=,13,27,male,9,20091105,20170920
r+BaFzvZpwySZzT2nrC3HfeNrwyZ/hb2m5cwydy3s9M=,1,0,,3,20130521,20170716
iryLD9a6x5UD6JOj8G+TloQjAOIb6E0+pbK75eDhgr8=,15,0,female,4,20160210,20170918
fu+Wkqc3Eb0A9z4rypYrK0J3IS33mRDp+CpNPCgp/W0=,1,0,,4,20161228,20161231
QNWGievfd2XaysNZp5rWCNPL4t7nL1JCxaCe0XpiIGg=,1,0,,7,20150815,20170814
/VHVfheZW3IEanFgsb2la4ZSqNkIpOeSg9qUFMPI6Ts=,5,21,female,3,20130506,20170911
Cexco7xJmBNroGb3q/nuFagNBpkhccCCT5pDMn5H2Gw=,5,36,female,3,20150516,20170921
hiWOTuevow/ctZuR2nkkWTT2xbvacmypyO944vmOPU8=,4,20,female,9,20110108,20170717
p5VSEyzQhQFB2fnK/LbvJkqIvvxjaUb5ccgxqs1mpv0=,1,0,,7,20131124,20170930
fkSH5Mvz+58uKZ+K3+C4EVl6HbYq9VTdBucbQv0dMZ4=,1,0,,7,20131121,20170912
9P5ChENn6IK43Hdu/zP8l3PdeWs6Nm90abTcXKMOe2c=,4,0,,7,20131231,20170915
3w3sTrkVRLbbPUFkG76iAeFZIEsILy5KH/msVB+Y6ME=,1,0,,7,20110307,20171007
secLpqlLfma0SRZIRBFbd+LTDz6kW8hFn/SsLMRRg9M=,5,33,female,9,20060828,20170930
Of4TgO3K1eAOEYsLBENe/GAeTNZzQN/AKO5NT7OJIK4=,1,0,,7,20110831,20170917
NMV4Fz8ZCzhD2m/XsZbivYw+szbjsmZNm5jqELwtF0Y=,1,0,,7,20140105,20170930
8nh2kLtJgupLij8k3d/P+gI5EZIL7aHul3dk/wMrkvE=,4,20,female,9,20110209,20170513
VSiyUa4lSVqr7c2UXzv5OyCdGO2xS5jGEuwLZm0Em38=,1,0,,4,20160229,20160303
PFiVDtsJ1bAWl98yUXG9xRWn+zcKhtSDq/IVI9ytYRs=,13,19,male,3,20150216,20171025
yGSkdDQnWlj4TR+0+s4R2d/vEZpgVyPWz9QiYcrGXLM=,4,34,male,9,20050917,20170909
OKFw4RcnfCaIQlKXOBF7goKXQLFr2lyZcJNGqAMRGN8=,13,17,male,3,20150206,20171002
Ubvy10B61+1rQVsLLx44nWY5kgn5RIluaeMvyIIabJg=,21,27,male,9,20041017,20161227
Qgdq6h32IO3xX65B57vX6Nguz+/u8ikOA2i7R636b1k=,4,20,female,9,20151031,20170707
7SAWeBC6DzRTbLkohCBBsOKksvhARneAqs1Zv0psi7U=,1,0,,7,20120731,20170923
WHiYhPMRf+gazETte+DytJngUEP67yUG+MA28vEeumA=,5,45,male,7,20160116,20171004
7Ela1VeZKjJOmFpJsF8Uyds2NfE1Te5c9Nb7rhYexv8=,1,44,male,3,20150815,20170319
T8fMToWOKr7O6kCJbpczG8twnhTjLKovkrCrXDMif48=,6,30,,7,20110603,20171004
e/BitWIjjkj8QyIaQn75F7cnIutZQNzcP/G1nhK03m0=,1,0,,7,20111222,20170923
p/p2YjPfPh0X+Vc80HxBogB44pJB5aiF12yHLydmlw8=,1,0,,3,20130524,20130531
OJ7SYgkCRIeGuxLgE5QkhEp2NaSmHGnVMopADL8e+vc=,1,19,female,3,20150706,20170612
Meb+AAr0YMg5qNW/7qoaCGg7V3X9RKFNbabC/VEGI/8=,12,18,male,9,20070708,20170930
dBLxoEcHPe+s2YR/fVIXpTMtw+D+ji9Vjz3u/FSE3fo=,13,39,male,9,20060929,20170930
84UEXXMyUOedKIFpHKx2QZAzcmSyECmC29IpGASUUjQ=,12,25,female,3,20131215,20171105
Xb7tSGxicbxfEt9Sz8RFOBzpVYOwG4R1YpcAdRT0weg=,22,29,female,3,20130427,20171003
qOjjCbXY07WfWrsz68m/M3TcmNh/pgVkm7F9P0WfRg4=,1,0,,7,20130430,20170927
09BjqeVYQibXxQ8YF67wjqJnxr/kanU2rhiu4Ft6AZQ=,14,40,female,9,20110928,20180325
0J7uOzRaNPBMmPPdK4GY50xsLl1M1rkIVYWjHVVHg4M=,5,27,male,3,20150909,20170920
4gz5gGjHxbhHOC/I+cst+7tQYTUx01f49UQKdik62R0=,1,0,,7,20131227,20170930
oV7X8zF6CXCiPyFOtjCEXmKxWyRb4YlZqYryWyeuHJA=,1,0,,4,20161220,20161223
BJ0hzGvJdLe7fk3bBaXa693primsL9DLf0WDkF17X3M=,13,20,female,9,20100211,20181003
OTLC51Az6Amc/rKQpV5UVrY2uKPjAWv9CmakNvaiCyo=,1,0,,7,20131018,20171003
NB/GN/60sl20a2gApC911M+tGFD8aTrRU4fVUjQ+m2U=,1,0,,4,20161209,20161212
GEKAD0xM7dyAvYT01IKOFb8rw5reDrd6olJEWNKlr9g=,1,0,,4,20170221,20170224
sVPgcy4qp1QPQzDDlKcifHHWOID/ndLqFzFLUksgwWs=,1,0,,7,20110920,20170922
u5m0OkKR7B+OhlW6IRuXZtdzJSBsn5ZDXjyOkghKOa8=,1,0,,7,20110302,20170930
hUAB3OcXuBLFMlH0DD8QUgcBa1g2smcl7RLXwhauGS4=,1,0,,7,20160108,20170908
UbgsoK9XaLGGeXKb/GdnyVpt2TMk9nusXuOnRv+jCEg=,1,0,,7,20130601,20170915
ApOOTTbGSgssYasuk8fu5JUw7lZgiyoaHVzuE5upnJY=,1,0,,7,20151121,20170921
X3gJQOKJrEvI9wwVW/4K4wTJVdnjvPUoDTJwUmz3/k0=,5,27,male,9,20060815,20170916
unnHNm4G60RQTxYC/NoXalFo5rq4j8Kt5x9YLwCYZx0=,5,47,female,9,20150907,20180205
SgGHR//r9G4ca2S2IfvJ4olNzr2fb/fRymu4352Qc90=,22,32,female,9,20150524,20170926
kndwh74GqGsDK4oAN8IrKJ4mvzPfH2EKj7Vyn9WuDbk=,1,0,,9,20160129,20161030
l4CG5HCU2f2WHOyE+oXGXUwixdaXx61eWTKll2GJqRw=,22,31,female,9,20040716,20171001
