msno,song_id,source_system_tab,source_screen_name,source_type,target
c15ntK5juBpeYJDNKO26SmF0VYsAv6x+RCw28cCUyfY=,w4Zku7HxtkAKl/BB8H81ZfWOXwnnmVbZBvFZeRPuRUU=,my library,Local playlist more,local-library,1
FsdY1ydCRJEERsckmB8yF1OHgRlw/+dwyYHum4etTEw=,4JXdo7tR095G1efQf7Q7S+Ue7VqiAp/ex0cjpVR9Mlc=,my library,Local playlist more,local-library,1
FsdY1ydCRJEERsckmB8yF1OHgRlw/+dwyYHum4etTEw=,g62pqLr4UAweAi8p2XeLK0yETrpROqwTc1TBwvnk5Ew=,my library,Local playlist more,local-library,1
cEhCRr+hGkQvqDPRd8eK47vJ9d7Kns+sMu0fs+oIRuQ=,EIB6gkwAhcPSufmYjN2vGc5riME024aD4O6c0EVc62k=,my library,Local playlist more,local-playlist,1
cEhCRr+hGkQvqDPRd8eK47vJ9d7Kns+sMu0fs+oIRuQ=,8MYNVV8sPeC5sh3TW4bsNKNeEuh31P7cySojEEXuTP8=,my library,Local playlist more,local-playlist,1
cEhCRr+hGkQvqDPRd8eK47vJ9d7Kns+sMu0fs+oIRuQ=,my7BIoNpARhoaMZMz4AFvbI/+dLC/AcKcdIsGqxDytE=,my library,Local playlist more,local-playlist,1
cEhCRr+hGkQvqDPRd8eK47vJ9d7Kns+sMu0fs+oIRuQ=,YSIgT0sONs9cJGJcpkFPSDdZtUwabSjwgkvZoyfeEIo=,my library,Local playlist more,local-playlist,1
z92LGq0o61ZGWLjicldvBpjcue3J9ZnZFBU0/bkLvss=,34IXh04bdV42ClAF+3lHsAjNQEA9yljeyamS6+Wv1BQ=,my library,Local playlist more,local-library,1
z92LGq0o61ZGWLjicldvBpjcue3J9ZnZFBU0/bkLvss=,diLVzpj6WVEY4FWONI47hQe2j0FDh5nuRGwuRr0WfQo=,my library,Local playlist more,local-library,1
z92LGq0o61ZGWLjicldvBpjcue3J9ZnZFBU0/bkLvss=,Sls7OUay3t7Pmrvr8y7Ik/DhgbuMQPECoHaB/b90Ov4=,my library,Local playlist more,local-library,1
z92LGq0o61ZGWLjicldvBpjcue3J9ZnZFBU0/bkLvss=,7NV5ZpaFlc7e3fjuxNiiuL0+HEr8qASFr+HHztIhwGY=,my library,Local playlist more,local-library,1
AQgb8/6o0bdP1JjW3wBCO2pG2YGZ/sOxXeNanh8Ydfc=,+ni4uz75i0ZosDN5ClpXjArzxt5egWziecvrEqIJXr8=,my library,Local playlist more,local-playlist,1
AQgb8/6o0bdP1JjW3wBCO2pG2YGZ/sOxXeNanh8Ydfc=,d5ayexvXscdzmuGxENyY8Uwb4AQaxt0dEcnkAgES7xw=,my library,Local playlist more,local-playlist,1
AQgb8/6o0bdP1JjW3wBCO2pG2YGZ/sOxXeNanh8Ydfc=,HqPhe5yibJ22XYUpSj0t6fBezy1jEscmLvrBAVR++JE=,my library,Local playlist more,local-playlist,1
Nkav9NHW125EBubpy0s/zsC5kcwBK58aFBcHH4l9tqY=,xOF7jRj1LcbnxKW0XpaiOR2yW35hgGT9oV5yUIRBaiw=,my library,Local playlist more,local-library,1
AQgb8/6o0bdP1JjW3wBCO2pG2YGZ/sOxXeNanh8Ydfc=,waHAbqIIaCKlV4E54uRHek4AHKdI0JlB7Yw8OWqJ01o=,my library,Local playlist more,local-playlist,1
Iex6Z4n9OP8Sy359tfDof+ksKHB2Rus1tEMWaEsdSJw=,fCCmIa0Y5m+MCGbQga31MOLTIqi7ddgXvkjFPmfslGw=,discover,Discover Feature,online-playlist,1
Iex6Z4n9OP8Sy359tfDof+ksKHB2Rus1tEMWaEsdSJw=,VqOqrfMxAOMwJpyfUSyWuPmHpMtSuzvrCvHgahApvDU=,discover,Discover Feature,online-playlist,1
Iex6Z4n9OP8Sy359tfDof+ksKHB2Rus1tEMWaEsdSJw=,fEPejvpa8DZFOxZE1i0vlk7EEuVyuVHp/IIXaB2OGYc=,discover,Discover Feature,online-playlist,0
Iex6Z4n9OP8Sy359tfDof+ksKHB2Rus1tEMWaEsdSJw=,3DU6F6k6dFSdoQa2tsia5spMXFCxWh4JJdA3OxSo3rM=,discover,Discover Feature,online-playlist,1
67rPKrvEGak0BS4XRPmQSCSWDw85Vt6EFza1YeJOOco=,HZCVywNFNCYz4V610FaJAiQ43mFhumf0Fv0XgD8ZlWQ=,my library,Local playlist more,local-library,1
CeJOMiidX/11hGfHS8TvylI8Bi/g9jwE5TvZ7hNdSTM=,aXCAqMcyYA7b4iKLGbD80OC/phw9D0Uidv3yfV6Wn64=,my library,Local playlist more,local-library,1
CeJOMiidX/11hGfHS8TvylI8Bi/g9jwE5TvZ7hNdSTM=,E70JzSaG/PM+AbBVgM6ZNAFpig4oVx42GuGUl6H1vQs=,my library,Local playlist more,local-library,1
CeJOMiidX/11hGfHS8TvylI8Bi/g9jwE5TvZ7hNdSTM=,KV9NL6CjjCq7/6uiMOo5seW0KbtC954iODQVomiHhv4=,my library,Local playlist more,local-library,1
gtWHyFbX2i0cLsTX8wJv3Qw9Spm4KEICoq2WOKocLPs=,vFqdIOMZArcrRDXmvVRxEkAApbpcOrA2ngotwk5I05I=,my library,Local playlist more,local-playlist,1
gtWHyFbX2i0cLsTX8wJv3Qw9Spm4KEICoq2WOKocLPs=,PvLTaCIacL4PBi0BwrwW5uBBBQPnYCuv2uhm9siDPgo=,my library,Local playlist more,local-playlist,1
gtWHyFbX2i0cLsTX8wJv3Qw9Spm4KEICoq2WOKocLPs=,L6w2d0w84FjTvFr+BhMfgu7dZAsGiOqUGmvvxIG3gvQ=,my library,Local playlist more,local-playlist,1
gtWHyFbX2i0cLsTX8wJv3Qw9Spm4KEICoq2WOKocLPs=,YBrWf/Hac5La5V2HZ80Mi70NzUcTehVDWhkIp8h4Klg=,my library,Local playlist more,local-playlist,1
gtWHyFbX2i0cLsTX8wJv3Qw9Spm4KEICoq2WOKocLPs=,vSienoHsurQ+h/33lcnBplK+zVESb/w6nNDhQopeAeU=,my library,Local playlist more,local-playlist,0
Xafgl1Ui8cCze/g8S7yGF3YzfotvkTkYeQRn4o8ObOc=,BUrJV50UiGcqAIHHLSEk8oLc3rdlejQZLmOIBes3fWo=,discover,Discover Feature,online-playlist,0
YSp2R3zCI+49fkyfBCCrWhguXSJYt8Kj6QaWW+b1e/c=,zMsBYASYbOcwxmZ7D9qjVhmCWaYape8ZAG/lBEhC6dU=,discover,,online-playlist,1
YSp2R3zCI+49fkyfBCCrWhguXSJYt8Kj6QaWW+b1e/c=,6kyIk00MFg46nynHkTrV0GasbAZNaFpbX8KnZ/H+59k=,discover,,online-playlist,1
YSp2R3zCI+49fkyfBCCrWhguXSJYt8Kj6QaWW+b1e/c=,zAnzQf+4JiGcVQd6/K8nFKwacBrQP7/BZjSd7olh9TE=,discover,,online-playlist,1
ZaJkUMfDk011XwW+55BybK+wV7UkWpYbrcGmmPQ4xvo=,GFWjz4apE8zMiXe6wc0qCjr+DbK9BFkwo/rr+FsNm+g=,my library,Local playlist more,local-library,1
ZaJkUMfDk011XwW+55BybK+wV7UkWpYbrcGmmPQ4xvo=,q5/Vwifgv0SGdEIyiMU2F0pIXkeCIW3w2xB8n4iMoS0=,my library,Local playlist more,local-library,1
ZaJkUMfDk011XwW+55BybK+wV7UkWpYbrcGmmPQ4xvo=,U8VgelI8G461f4FVJHnavdn4zx7XjmSFcNHZ3Hru3TU=,my library,Local playlist more,local-library,0
dLWjIVdIKFNgVsXPxbj79s0ihnXZOVkovy+8f6+8yQk=,QpDkltxG3823bIG3tFfQlvX5UBoMYdX7kF8j0H0Ktt4=,my library,Local playlist more,local-library,1
uq7UPIr+9ty7+QRDsv2RlK24L6+TIPNNa3knPCFSIkI=,eBK4htHNhQXsaARREBTWcXOg8Vf0q4Lgzg7VYyZlbuE=,my library,Local playlist more,local-library,1
uq7UPIr+9ty7+QRDsv2RlK24L6+TIPNNa3knPCFSIkI=,54TfWfhsQpXwbXW/Cv4/RE42o1jRK45ftlvHxYzumHE=,my library,Local playlist more,local-library,1
uq7UPIr+9ty7+QRDsv2RlK24L6+TIPNNa3knPCFSIkI=,75cLitTJcCCVfw/Vn1rHuEuN3DmF/gnyLugBRd9m3zQ=,my library,Local playlist more,local-library,1
U7n0sILaHCKwbY0sjZIPpMnLpgNGR17csNNLwgujikA=,Lj7AwJqhr8QSPe6WBqVNV7gnOKO6QYdYjihWSVE385A=,my library,Local playlist more,local-playlist,0
rFw0oTNusma/MoJTJ051O02CYh5uRq6jibWhSVTZfxY=,sVj9vUdCQSr7NCF+w0CHNZxmGHrjHu3AEF8AqlRMHqw=,listen with,Others profile more,listen-with,0
rFw0oTNusma/MoJTJ051O02CYh5uRq6jibWhSVTZfxY=,1FWFwb2xgSrjkZ1sH8NFb+H55U/rv0tWH7HCyp3RQVg=,listen with,Others profile more,listen-with,0
rFw0oTNusma/MoJTJ051O02CYh5uRq6jibWhSVTZfxY=,Yl4Qmp7VSMsKHC2pv+N9kXmCgrSxzB8ZPPPbeJjhbRA=,listen with,Others profile more,listen-with,0
U7n0sILaHCKwbY0sjZIPpMnLpgNGR17csNNLwgujikA=,cN1py3FUsXlbDfo/BQFAYw0Ut6FdJfU1CSDCvJyC2FE=,my library,Local playlist more,local-playlist,0
U7n0sILaHCKwbY0sjZIPpMnLpgNGR17csNNLwgujikA=,FRBdeVxiTEftm3LRMigxIvQO21xgQ5ucGddeO3MxlQo=,my library,Local playlist more,local-playlist,0
U7n0sILaHCKwbY0sjZIPpMnLpgNGR17csNNLwgujikA=,613gFyGVbJhbyXZUwBILhezCjR6CyY/WBfZGBa2VWG0=,my library,Local playlist more,local-playlist,0
rFw0oTNusma/MoJTJ051O02CYh5uRq6jibWhSVTZfxY=,22vCPxfWj9duKtv2KV1qORrR33qXSJCAy7//Y0vAdKU=,listen with,Others profile more,listen-with,0
IxqQ7x1gD0L4P9z1lX+oDdgaLIIi3ux4hyAP5tihN6c=,+mE+fiwOKnVfnAty+OQHFeBkZRlWgLCDxNtHqdqkycA=,my library,Local playlist more,local-library,1
IxqQ7x1gD0L4P9z1lX+oDdgaLIIi3ux4hyAP5tihN6c=,QCe2dGbEr/mtcsZiGeRH7KIeCc/mQIMd+1lB6z8DB/c=,my library,Local playlist more,local-library,1
IxqQ7x1gD0L4P9z1lX+oDdgaLIIi3ux4hyAP5tihN6c=,DLBDZhOoW7zd7GBV99bi92ZXYUS26lzV+jJKbHshP5c=,my library,Local playlist more,local-library,1
sRjwYXa95pbEBIXeon7iST/R2NnT+VJp8mMF9zNBueQ=,sQpN1+XZ4/aML/o/E7rTNxRzqlAPNx9DMhfeWeCes8M=,my library,Local playlist more,local-playlist,1
sRjwYXa95pbEBIXeon7iST/R2NnT+VJp8mMF9zNBueQ=,Uf+yL78SoxQZ1vcGgcMPmPuHZ4JNdw4CJoxJz09MU4s=,my library,Local playlist more,local-playlist,1
sRjwYXa95pbEBIXeon7iST/R2NnT+VJp8mMF9zNBueQ=,T0w5CQd2yvcQ7PPEuyJ80aytwkE4opA4GpnDqwDCRXc=,my library,Local playlist more,local-playlist,1
sRjwYXa95pbEBIXeon7iST/R2NnT+VJp8mMF9zNBueQ=,9zQ5SVpkTbEqXNAYyDTpCxvRG8mE+LsLTQOGAGw5zXs=,my library,Local playlist more,local-playlist,1
KpdwkCYTjbhLfJjDru1giwx59Ngo6DDFOV7EPpkQdmc=,22vCPxfWj9duKtv2KV1qORrR33qXSJCAy7//Y0vAdKU=,listen with,Others profile more,listen-with,0
TvRiYDQdf17iCa4bPNPhvSbrSPeJihByqgiBTQlICyE=,eKTVfIAKENQU7Vq3eV9e8e+woNrQq4UWI0D1wW7vDgI=,my library,Local playlist more,local-library,1
KpdwkCYTjbhLfJjDru1giwx59Ngo6DDFOV7EPpkQdmc=,sVj9vUdCQSr7NCF+w0CHNZxmGHrjHu3AEF8AqlRMHqw=,listen with,Others profile more,listen-with,0
KpdwkCYTjbhLfJjDru1giwx59Ngo6DDFOV7EPpkQdmc=,Yl4Qmp7VSMsKHC2pv+N9kXmCgrSxzB8ZPPPbeJjhbRA=,listen with,Others profile more,listen-with,1
KpdwkCYTjbhLfJjDru1giwx59Ngo6DDFOV7EPpkQdmc=,1FWFwb2xgSrjkZ1sH8NFb+H55U/rv0tWH7HCyp3RQVg=,listen with,Others profile more,listen-with,0
TvRiYDQdf17iCa4bPNPhvSbrSPeJihByqgiBTQlICyE=,omKy3AG33us5rqut00MUsrhiXSXBQ7BnnqmdfipRKOM=,my library,Local playlist more,local-library,1
Gwh/A1Er7w+gq2GlysSgZyTiYlHjV5iXLnOEfUVUc0s=,itxXLRAtaLyj+idcWIsuKB0AEzijUgPrMhAvAKUSE2k=,my library,Local playlist more,local-library,1
Gwh/A1Er7w+gq2GlysSgZyTiYlHjV5iXLnOEfUVUc0s=,9Xuhk5Mg6T7zYxcu1xT2tpWSfskVmbOHlALx+a6o5ek=,my library,Local playlist more,local-library,1
Gwh/A1Er7w+gq2GlysSgZyTiYlHjV5iXLnOEfUVUc0s=,YKXNGyMdm+M370+YcJdqTDhPN1gJgBj+F5rmrdnPZT4=,my library,Local playlist more,local-library,1
LK7A4aUNBfQmRHw1ICO8lfBJtbXwjMv5gsBZkKQsdxg=,9Xuhk5Mg6T7zYxcu1xT2tpWSfskVmbOHlALx+a6o5ek=,my library,Local playlist more,local-playlist,1
LK7A4aUNBfQmRHw1ICO8lfBJtbXwjMv5gsBZkKQsdxg=,fZAD1YVdN+jCTikKYdnmUqouNY+4MmpUP5pFTpwyV1g=,my library,Local playlist more,local-playlist,1
LK7A4aUNBfQmRHw1ICO8lfBJtbXwjMv5gsBZkKQsdxg=,XBhJYp6A1sD/47vCwkjqqG0xK1lDPu/IUTlLEpx81Ns=,my library,Local playlist more,local-playlist,1
2a3A+ajDeDgM3C3ET3ejIZ6moZbOLab9e7+cj9qFyI4=,F1ju+B+JZ0UmlGnpyeMNvXvkCORgZo0z17sSAbqWv8M=,discover,Online playlist more,online-playlist,1
2a3A+ajDeDgM3C3ET3ejIZ6moZbOLab9e7+cj9qFyI4=,o2ejxTZtmojZVBvztf3DdpxMbwt/FQL5tW4IzQVX2hU=,search,Artist more,top-hits-for-artist,0
BiZkxEWISwbiihmwtoKmRrWAADpZ4vP6qW9KOTGK0wY=,iugXYfdcUNolncCi2NX5lmQkuK2csqlFJavYY2740Is=,my library,My library,local-library,0
BiZkxEWISwbiihmwtoKmRrWAADpZ4vP6qW9KOTGK0wY=,0vqc6AelzmHx1iL8ZUXlo4a/cmD/o55zgxsbE9wcrgo=,my library,My library,local-library,0
BiZkxEWISwbiihmwtoKmRrWAADpZ4vP6qW9KOTGK0wY=,EKhfyJq0CFiLrway8/2nSVMaZPkZk1vjCLxTBmDmw2w=,my library,My library,local-library,1
BiZkxEWISwbiihmwtoKmRrWAADpZ4vP6qW9KOTGK0wY=,f5hbPY2JPa/OC0BOONNHrwbB7v6W/A6v8Whs674WYZU=,my library,My library,local-library,0
NPl5iTh9Sf1YP063X9gKZiWxJJ/C+VKW5eL3+ogUyY4=,2pNnuiNuj5FYSPvGSEKps01vAygaNj2aV4K6pnJWREU=,my library,Local playlist more,local-library,1
NPl5iTh9Sf1YP063X9gKZiWxJJ/C+VKW5eL3+ogUyY4=,iW0RFhj6XsyXiPh3t6GTshz/QRPGYYInmwBC1H/e6b0=,my library,Local playlist more,local-library,1
XTOSzwj6T/e+JgoY73vsc//kXHWO/4q7hKgde36Abxg=,jrRr1uuJz6GMGKGWD9rXlZsnPlzJntUTZSVWAn0NKug=,my library,Local playlist more,local-library,1
3xlkxyZITeyeDu02IuKxG82ooWr6L3MP7SmX1/Y2QJQ=,NhFHCFP4dE3AXxgdp3ZxnLed4McjogeTglIywaM2AWU=,my library,Local playlist more,local-playlist,1
XTOSzwj6T/e+JgoY73vsc//kXHWO/4q7hKgde36Abxg=,BUTzTMZtf+fuo1xTNcR9QObXYGwZH9MxmnnWxFblWEU=,my library,Local playlist more,local-library,1
3xlkxyZITeyeDu02IuKxG82ooWr6L3MP7SmX1/Y2QJQ=,vbUE4k/dHrGu12TVHOaX2p0uSZDmc9HHTgh9QNrA1wM=,my library,Local playlist more,local-playlist,1
XTOSzwj6T/e+JgoY73vsc//kXHWO/4q7hKgde36Abxg=,6VMLlgA6b7lSw5R92Xw8Eg7KO12+UlQJS5PCMfem928=,my library,Local playlist more,local-library,1
3xlkxyZITeyeDu02IuKxG82ooWr6L3MP7SmX1/Y2QJQ=,/zWrcDVWJg5Jm8TllgeGfTUpzeZktdyCV2DmC0+HdOk=,my library,Local playlist more,local-playlist,1
XTOSzwj6T/e+JgoY73vsc//kXHWO/4q7hKgde36Abxg=,qmnPJcBh5oS1Ae3qmkjiVQTnuWXDhwgEWZAgOTEw+k4=,my library,Local playlist more,local-library,1
1CYW5BhjKS3e4EBwKpk1m0Na6auxYPMU8ZQlPS5xg4Y=,eqxzfyc6kVOcYTDo7GCguRsfLEplxdlJ+umjJsB8gdY=,my library,Local playlist more,local-playlist,1
1CYW5BhjKS3e4EBwKpk1m0Na6auxYPMU8ZQlPS5xg4Y=,ofqMCLCMtBo/sFM3e5NR3+lKn1qntdAGhcWGSHvF40o=,my library,Local playlist more,local-playlist,1
1CYW5BhjKS3e4EBwKpk1m0Na6auxYPMU8ZQlPS5xg4Y=,Zks8Is+xdBwLuMg0lYynAU4FanLNf/tyuZ8d7IEvY9c=,my library,Local playlist more,local-playlist,1
1CYW5BhjKS3e4EBwKpk1m0Na6auxYPMU8ZQlPS5xg4Y=,xPlTpgASKyInZ0dIjfqfM/OIC7wl4aE+A8jwKKyzF6U=,my library,Local playlist more,local-playlist,1
e0ZEjpwJLZyenn6M9i86Pu0ikpIOMWPaL8LnzstCz90=,ksyh1cyrnHYTh8OhkzjPeff32f4ttMR1aTXZCgZnAFc=,my library,Local playlist more,local-playlist,1
e0ZEjpwJLZyenn6M9i86Pu0ikpIOMWPaL8LnzstCz90=,3kbWL3VmuBsgZeZl9qZVvz92gx/LSpQv03/tgAkf6tQ=,my library,Local playlist more,local-playlist,1
/+vh7cyPtc/ypkAfNlfbzkq5fsUhxoDGv9LhasHzycc=,nQey3nioSxXYxlE7ks0cU72Ek5vew0Q7UWsyhQQ37w4=,my library,Local playlist more,local-library,1
/+vh7cyPtc/ypkAfNlfbzkq5fsUhxoDGv9LhasHzycc=,HjU7u7dGP1l7oSq0MM+o8qGAZ3p3AVTrGtRsc/AbVTE=,my library,Local playlist more,local-library,1
e0ZEjpwJLZyenn6M9i86Pu0ikpIOMWPaL8LnzstCz90=,kwS+oKUTHIxanJdrqGTYkCQsooHDdIDwMqcP3HwKtkY=,my library,Local playlist more,local-playlist,1
e0ZEjpwJLZyenn6M9i86Pu0ikpIOMWPaL8LnzstCz90=,I9wYO7AvFiE11t79GYWk9t3KCsoK8eRm0TfHp0Pz47s=,my library,Local playlist more,local-playlist,1
WhIEzj/q0Lw8YkffN22/0VYOJh+KbabbHWcxcGb3UWI=,eKCra1VJtznUJW/pya0TCpqHRxHxdQ51S3fspJmR2gs=,my library,Search,online-playlist,1
LP4fvrmG8lYwgp/G7NszrQQxp0kYuHgM91fKtgjC2IY=,yj9lT1tUV/gpEOr7CKqdaQqU2cO6D9JamXQ3B1pHTO0=,my library,Local playlist more,local-library,0
LP4fvrmG8lYwgp/G7NszrQQxp0kYuHgM91fKtgjC2IY=,cQI8Uzy06tt/XJ59vDlifTQTl2qOiTFBkf5yVCUNoyg=,search,Search,song,1
LP4fvrmG8lYwgp/G7NszrQQxp0kYuHgM91fKtgjC2IY=,Aedx7Ft1goELK9T8SG04MHG1zQJd9222qvubDTJ4JNk=,my library,Local playlist more,local-library,0
Rwi81wypwmm8+dIgLgXKE1rKedUBquij2O6jhHfXSXQ=,EB9vU+UOosZZChCdVkouOD2mrctD2DlqhXkt+izLLvA=,radio,Radio,radio,0
Rwi81wypwmm8+dIgLgXKE1rKedUBquij2O6jhHfXSXQ=,kQ5BKyjPPvYwQEa8i3up63FzN2v15DCr5bEPavHuaE4=,radio,Radio,radio,0
Rwi81wypwmm8+dIgLgXKE1rKedUBquij2O6jhHfXSXQ=,1yZKt1P6IuFNPBMzWejgwnzEAtfFnT74FUz0UL89HXk=,radio,Radio,radio,0
h2dEqpST7hvYJ6ZUrqz9aItELR1WgezuR8COodjYmeg=,wp1gSQ4LlMEF6bzvEaJl8VdHlAj/EJMTJ0ASrXeddbo=,my library,Local playlist more,local-library,1
h2dEqpST7hvYJ6ZUrqz9aItELR1WgezuR8COodjYmeg=,zyWRoBcWg/BCSSQpntpEW3juLyu5E1Xyqsh8lJeM9Cs=,my library,Local playlist more,local-library,1
h2dEqpST7hvYJ6ZUrqz9aItELR1WgezuR8COodjYmeg=,9zVQUtq/Uzlxk3X7BwI28CSY7FomzpmtsRc8f2bRyJE=,my library,Local playlist more,local-library,1
tLuCHBbzcK9gsolqZdEQBT+6SRRk3KONKlPuLqa8S+w=,UPIWRmM9McD/HSS/ygwJEwN5nr10LgyIQ7RODjSLMec=,search,Search,song,1
tLuCHBbzcK9gsolqZdEQBT+6SRRk3KONKlPuLqa8S+w=,h6SYWHqaMPtbHyqeNQGtCRfq7GAH4+9hrauUwd5z2VA=,my library,Local playlist more,local-playlist,1
tLuCHBbzcK9gsolqZdEQBT+6SRRk3KONKlPuLqa8S+w=,k2+zUg6eBWSdMJL3XOC3ZyXuiwW5ngyF0nuK13xBJS0=,my library,Local playlist more,local-playlist,1
tLuCHBbzcK9gsolqZdEQBT+6SRRk3KONKlPuLqa8S+w=,BS+3tyZ2eUVwXLuaUHQyJ9qxmBaaZO56kKDsIdaE1RI=,my library,Local playlist more,local-playlist,1
W2n10m07mYchX+w9rhZlZlBV9/z509gNI5DtiJMXJxk=,0PSoBhrpfwF09qQKvTiItwZNPjOuyL0uoTazKevG8ls=,discover,Discover Chart,online-playlist,0
W2n10m07mYchX+w9rhZlZlBV9/z509gNI5DtiJMXJxk=,o0kFgae9QtnYgRkVPqLJwa05zIhRlUjfF7O1tDw0ZDU=,discover,Discover Chart,online-playlist,1
eU8WVZclSIjgIiuu7uYL3f7pwdw+XmOUjRSE7KlAZv0=,43Qm2YzsP99P5wm37B1JIhezUcQ/1CDjYlQx6rBbz2U=,discover,Discover Feature,song-based-playlist,1
eU8WVZclSIjgIiuu7uYL3f7pwdw+XmOUjRSE7KlAZv0=,c2bp6xlq7o3Pj6x95ddX67S/wGsP6qPN/8PqM1DL0a8=,discover,Discover Feature,song-based-playlist,1
eU8WVZclSIjgIiuu7uYL3f7pwdw+XmOUjRSE7KlAZv0=,GkWQerdfaBuNhqBxdxZhvhJNIaDfakOEG6hsHMd0kBU=,discover,Discover Feature,song-based-playlist,1
eU8WVZclSIjgIiuu7uYL3f7pwdw+XmOUjRSE7KlAZv0=,T86YHdD4C9JSc274b1IlMkLuNdz4BQRB50fWWE7hx9g=,discover,Discover Feature,song-based-playlist,1
nTFFt+0ZQWbsQJ7/Q7bpNhrcvtlm8sTGWXC89mZttQk=,6e0TzT5gmNJFjg9ZssEqwoFWVQ/O2zqEjAj4O9H/nTE=,my library,Local playlist more,local-library,1
Gc6DqjXIEpv0Stfq0y7oWiNmD4OMwsbB61Tgfe7CsHo=,zg6SzD3aqsnOqqyhFYTdbCNFrhSACbwefB/ZFi68AO0=,my library,Local playlist more,local-library,1
nTFFt+0ZQWbsQJ7/Q7bpNhrcvtlm8sTGWXC89mZttQk=,QHGyCAy/GeH3tG3FIEEshefH2mF96j9SvmZKslofmfg=,my library,Local playlist more,local-library,0
SNHz6VL4WVQzQ/YNYPMCKGisid/y7my8DmVB6aC5/5g=,O+azAuxxhTE27OXm23raLUOTey/RS3+sceZDO2iFXys=,my library,Local playlist more,local-playlist,1
SNHz6VL4WVQzQ/YNYPMCKGisid/y7my8DmVB6aC5/5g=,iEQA6d2yx8JtQLqT5wVEgWgSQuN+p6lUQsGJx4FrC2A=,my library,Local playlist more,local-playlist,1
slnuZZhA7X1viAyrrL9zauSxiUYVVm+hJSuCBQYzeVg=,doA/FLODmvznVgfC16Apl98I3asYPyGJroyCuK7O0eg=,my library,Local playlist more,local-library,1
EEuu7Qye5Sin7H1/YjvW9H0yQCFxKdQVnBf2l9HQnaU=,ep0VJDamUus+MdcyZDW2gVDhv6kMtabZOnpaz7ueZxQ=,my library,Local playlist more,local-playlist,1
EEuu7Qye5Sin7H1/YjvW9H0yQCFxKdQVnBf2l9HQnaU=,UHxkq9W1VPuORSvBR1cUZ2EMRESrxvsuOEF8RnOLGaA=,my library,Local playlist more,local-playlist,1
Eqnn3ODAK6uN4F+0pCy4yXLMy6GfWH2IQwSrCzRL6cA=,xq8kVcqhdHUg6qRxjInNjJJmldQMmTl+BuXD6UOezu8=,radio,Radio,radio,0
Eqnn3ODAK6uN4F+0pCy4yXLMy6GfWH2IQwSrCzRL6cA=,9IaRGRajjuCsUfjRhup2K4A6G8hidGNHnPs3370fPy8=,radio,Radio,radio,0
Eqnn3ODAK6uN4F+0pCy4yXLMy6GfWH2IQwSrCzRL6cA=,WN6sNKEWDjfyhFsoGUFiv1DuHFMyCJ/1NVBu8wBrsPg=,radio,Radio,radio,0
cN3LbjVEgILlGqa/CTujqDJVbN2CA+AFFysuQSyMNKo=,QZBm8SOwnEjNfCpgsKBBGPMGET6y6XaQgnJiirspW7I=,my library,Local playlist more,local-library,1
cN3LbjVEgILlGqa/CTujqDJVbN2CA+AFFysuQSyMNKo=,y/rsZ9DC7FwK5F2PK2D5mj+aOBUJAjuu3dZ14NgE0vM=,my library,Local playlist more,local-library,1
cN3LbjVEgILlGqa/CTujqDJVbN2CA+AFFysuQSyMNKo=,IgMar/mVrJQ+ODFPytDf7jwQMmR09+slyZUdVylRFLc=,my library,Local playlist more,local-library,1
cN3LbjVEgILlGqa/CTujqDJVbN2CA+AFFysuQSyMNKo=,u6/Pb7X4u7KU4gXrBgGqt8RlRrNNFLn03tLAHyxRxwA=,my library,Local playlist more,local-library,1
EgcYJ/qVVFD5g4I66JjB6QKZLN8AC3qxjALbX/9mAvY=,X89Y06pcDCex6k2mathoj+leyafyl+Va1Pgx7/WWD6U=,my library,Local playlist more,local-library,0
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,wfSboJwFBF6YyVmGO0wCeRtMdrqwkOgwPHV+YmSUl5Y=,discover,Online playlist more,online-playlist,1
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,S7MVWawzrMsqfnJdStSPo5rzTn2v8N+AFF+fF+GwprQ=,discover,Online playlist more,online-playlist,0
EgcYJ/qVVFD5g4I66JjB6QKZLN8AC3qxjALbX/9mAvY=,WKgA32nhxJNnWRWr7FZcyfKkGffLfc81jxV2bzoHypU=,my library,Local playlist more,local-library,0
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,kge3dyGXCTqgUbHpFPB0x8gy+cPAamtArhr4sghdRH0=,discover,Online playlist more,online-playlist,0
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,JuOOeJJjt5Dgbug0czZ6Mv25AJMtVAukaoxz8T/JX7c=,discover,Online playlist more,online-playlist,0
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,R1769yIwSejBpG/qGgxdD3BiYXI2fJgMg1jjlKCPhIo=,discover,Online playlist more,online-playlist,1
gL8rPt5443Mn2vAVXbBuY7IB0haVmgkYC1VOK+p/PDM=,rwn4vuaBYGXrcj+ivp7R7LyW2TDUAp0jSRvrYH25V7g=,discover,Online playlist more,online-playlist,1
