song_id,name,isrc
e31RcFAwjDBk485/kvKohucGREuWmZ7qjgR8U7ziVBs=,Meet Me Half Way,USSM10026386
cLEWoDjzo0A4Fci6orKgPVRQCEuKW9+spuAGq6wi3bk=,The Melancholia of a Literary Boy,JPJ901302540
UBUxF1WBGKI4d/F3hjcrSs3n+Nd3a35lCwQyMzUSCaQ=,一個人咖啡,HKC751000012
uF8r6kN47cmhWz7hMYlKS4Vv0vHqVNPnNCwNg/i30yk=,The Winter's Tale,GB32E1302014
KUiy8LU1XJTAqzi9Yg8ku/o+aU/D456Npq3ZAdCKRyY=,Israel,DEZ651341011
7ksnbm53HJefjY7pViT9akXzJxCbYpq6ma4W1vPNXEI=,Man Down,USBWK0700490
DFh1enqujaOrqFw/yYIZsdNGxFAZMF4GTzaLL+zZNSY=,Pocket,GBUM70805113
sN9azJZPurBJv6JENY3Fm1NwqS76aXdeeNEb56ZIDFw=,String Quartet No. 22 in B-Flat Major| K. 589: II. Larghetto (Piano Version),PLL431433163
3l9FDgxoIpEg6+1wa/Z7qhAdKBXvVmGX1gyTCmM3qIM=,Fine And Mellow,USFI86000017
uLMy8ikD3KLhF7Z/mCrDUgxooTYl4NFh/E7Wusr40HE=,Someone Like You,TCABM1316819
B9mpgp/DiPPNGhh5+Sbi6cHrJ9EPueaFSjRZNB19Hus=,最後勝利,HKD250410704
xG9f9Olf48Sbs/wTBz0BltpL16gbr5Vs6JwAYVLVmk8=,隨風飄散,TWB831498112
ZA2G4wdU9wYZJ5F2fw+0g6JeIpTkAWQUr5I7Z1o5kug=,Time In a Bottle,TCABE1234748
h1l6cyBqJPlnQ38yKo8PTO5vPVUEjX3vEwszoywCmAU=,分手總要在雨天 (衛蘭 Walking to the future Live 2014),HKF090900218
OgecVC/+N7RyUjN0JidZGhRDwAg9Rjfm6aTCa0hSEdI=,Burn It Down,TCABS1331816
OZ+bmexEBAotdrC9aw4ljnf1TBExaiyzShqp3G5LJs0=,Groove Is in the Heart,USEE11200805
VkkT0kQ/O9Z/UtgUyZ5ZaPZJFGyVxEb7M5eOn+X7Np8=,Bittercold Now,DEZ651602718
CwLi41Oe8eH3ScALwqw829LilCyD1NYH9YX/0Aot8pg=,海誓山盟,
saU+8wsoGbTtI8hIaDmDqQk7j1m1fBng0g/bLg0LYPo=,Why Let It Go?,USSM10024617
JuOXVOWTqWmJoUihGKfWYAtcmJpveYndkRQ21+Rqmj8=,Wind Beneath My Wings,
8tFOV+nze8YAb65a1y6dd8htkDSZS3mD03uPv8ZKqaM=,別怕風,TWA871401405
IzEJpY5jO8hYeg97IBZq+5joR8fiDDWkCdaW9QwuzI0=,Mentiroso,
6xQSDG6rAIwSf4u+wRwdMtnt3/PtHYUY7lYsP1Eo/QA=,Still into You,ITC941301565
A0g412j/7dgQ2EaJBHhM6UCSLAHhjDQ58zY7uDstrAk=,short films,JPV500801396
s3sR7DBoNfb+XDflS6ivMiH+LK5QnuP0xTnyj8WR4jo=,Mayor of Simpleton,BRB580700095
hnCuSm+rHqhGrAp/Te3/D99CiZkopMxjy4pBeZyyt2U=,Broken,USWU30400017
mBDz4FM3Vf2M4zTP4p4c1/2rB+Tr+DqfwR+Yr/1gSWA=,金鳳蝶,JPPO00848840
12iNXcsqsgfrP4u+n1W1MH0WqQZHV84sRrQp2ILqaYU=,陽の光さえ届かないこの場所で,JPPO00766750
/YTYLQAJ9nYoskltJmgNPEwPw28ZRTDgG/yHdVuNIe0=,Die Schöne und das Biest,DEN510910325
kUb5BV9Li/uzjwz/9+P9DlzbTDjZ69vvCa0EHXtRjfk=,Release,USHM21636238
unzshiJJfHMOo1k7BFro2GhQoNPOsvitd/7esPYqAgQ=,Village Greene,USBN28700370
UcXFFwaobBgzCU/FUEAV+SVVs6LIYZiCkORsT4TdrtE=,SEASONS,JPB601116703
Gu+UdDaOU+k4iygo6FaIBgbWxqgoa4nMgjW3HUCCUcQ=,Back in the World,GBDLY1600019
oSArn7gmeapgkedETxyZ94DcstuDgwcchCuRiQlV8aY=,Pooh Song,SEBKB9429150
yWCi4SYnvgCTmzWL7G46usVnnSTl16/BK8MHnj9GRaM=,How You Get the Girl,USUG11501150
HNqhrmhTkRGwyB3/E1ExDrPPwjEfEdVdzYzFv9CEGnw=,Lu Ren,HKUM71100371
NBTZ1cYk5kIWV5rj2QzNcZec9CpCc4QVTyXGeRJhDyI=,XIX,NLA321400349
rtpO8lHLh/FHbbUp/wk+3g/zPuq9zT1/Mq9EgZxFg6w=,With Jupiter In Mind,USSM19703017
rxo4G8sYpAQAUi7w99voha1H0U0iNZLeJMO9Mhn7NuU=,A Thousand Years,USIR19902521
w49MQsH1tTbTUvlAUytKZ2RO4Bnkz09khUsTgAc/DPo=,녹색소파 Green Couch,KRA531004039
iAR1iYml0sDF4d4+gcVRSyyj7k7j3fhbcCpmeznI964=,Cyanide,QMKHM1300008
CsSVSfNx5xFVVePoXYPvvgo2yitRzfzx1mfiyVp8LQk=,Show Me Love,DEA621501888
45YGL1BX0sPQp0c55ekknqJImH5nDgEoAFZbokWszfc=,Recover,TCACL1639651
uF3qvRUMz7Bomvt32OrVSvhFUq27mo0QWAAxEA6HztI=,2 Minutes To Midnight,
Ux/iG592eb8K78vXCmQ4N4jhJW0G/quViszh8oVwcKo=,이별을 걷다,KRB751422904
eDf4RnUaItnKSCFsFnTSgtSn8pvTaPFWlJ9YQE/qbxY=,Search the Night,AUZBC1600011
XBxda+KTABRAksbj1+oGqy/B1S6vDyndbhOHYHbsTq4=,Get to Know You Girl,TCABN1337940
y8f3CJov2hXGpPUGEJfDsrcLctzXCZIGGJqxcMd0JW4=,"Symphony No.6 In B Minor| Op.74 -""Pathétique""-2. Allegro con grazia",NLA506200449
e9TrJilHJMZ+il5tBNwnMVhayUZQojXOo2RXz8fh2kE=,Danny Boy,GBKPL1562767
iGXRKHUx0hguGILSxcWRk/jN+MKYO47ervTiD/c0LvY=,Sweet Love (Menegatti & Fatrix Remix),ROCMA1208833
LxGfQymkqbQh5pNk9NiFkSGbIjszIK4cdYWbO2eN4xI=,午夜怨曲,HKG079800099
8dtWF04eKSDmn4MTmsDCY5372Zcc5STAP5X3nSwW0yA=,FEEL IT,JPB601402030
MIIiwoOTqLVJrXetJX2rz0CbCa4KfCnPtJrZj1uQbbo=,GASHINSHOUTAN,JPA601500235
j9HKyrUSEl9OyhynWBx6b4a5MN70wggLUSGYnYOyxi4=,與眾不同【落落個人創作精選，優美的琴聲，動人的旋律，溫暖你的心】,
AJOoJ6p+5jAaEjCW7zHn98keNjjU1FWgF1Kq14dF87k=,THE WEXFORD CAROL,USSM10802792
pH0hA2DUSye6iMYu16UhOLG5j/8cLO+d/NiPaR1Fo00=,撲克牌,JPPC01000864
Yqc8kdo/0A7pRcuS4f3MCPSFHVkYctJZWnkeu1hrXhw=,Replay (Digital Dog Remix) (WHITE KNIGHTS feat. BELLE ERSKINE),
/Gr3repLpJ/GCcL/RdUmNhnnJDZbHXNjfO7kB0xkyIs=,Bad Blood,US43C1602961
hJhA8oC9/XpVVPVWkSkf2/Vk5/YGBBsNvN19nrXYZCQ=,The Pretender,USRW30700007
b1vMiKVddu8c/4Nibhi3rGW5cifnUnTBEKD7a5uwrcY=,Indian Summer,USCMU1200005
TzV4A4QCukqbcmAWL6RTwKMtq0Fa+RhdHqSfhTKsTrI=,二十世紀少年 (PP Unplugged),
wFeS/c2u0kqwDzaPa2TjgbeAWLC1gjEryp1K5oLr7+c=,Freak Like Me (Re-Recorded / Remastered),USA371278684
43roJVx/MDcVbKeNV725L+wVji1fggx6NmbWWCQn2VU=,I will find you (future catcher) (我將找到你),
9zQqbapun+tmzwdOEZgaHDhtGVjrSXUBGPhr3Vc7KPY=,北の漁場 Originally Performed By 北島三郎 （オルゴール）,JPF541576104
7V2sYcGJk3udMrzWzXmtc+S3drRHkKs8VW7AozMoBcQ=,Scherzino mexicano,USSM19924055
B5GZLTn4d6bHTTSSMNOsv6ymVV6FwbMNiZFPP2wgkFM=,Monk's Shop,USBN29000423
M8WHfuRx8G3WN4Tv9b7KoUR2qM/yzEUcRervLbFONPY=,햇살,KRA381600615
qL2fp8kO3V1NREC6hlcKatg9ruVwgshpX5WssDJHTRc=,When I Loose Your Love(E-Love),
EaHMA9EO7Xm1Q6/pinbRZhMXs++AnH49Hga4Lx24jPI=,Secreto De Amor,US4D21100362
uO3CS7NSnRWJ3R34y/SXK4cenSVXYM4Uq+uLEcQWMVc=,2. Courante,DEN961305112
72xwF1s7cdhP/FHrecgvV0Ye8bHxJSo20s4OIvWeuME=,Concierto Para Piano Y Orquesta Nº 22 En Mi Bemol I Mayor Andante,ES5530901751
aXNUGf7HGUdMlpTrplAifuZGdbpVtmeNlJts3Sfy6O4=,You Gonna Fly (Originally Performed by Keith Urban) [Karaoke Version],USK4W0010404
wB9H6cBznbKe1u/fO1LcqKK6u5s0x1cNpLNOdu+VhbM=,Could You Be Loved,USIR28000016
nWllQC88V6Ex/5dZYqzQOFNTGkzVLILuaHANi/zWAgY=,Tell Me Baby(feat. Day Day Of Dalmatian),KRA030903917
RQp1B4KNxzuBU5mH6Bo4FKh8k2AhpXsYDuDA9jEHuy8=,佾雲,
G29lwknkFrzwp6clLMHH1D1aIxrArp1U1znFw9+YwS8=,The Branches \ Part One,USBC10001002
+8DP6o1lCWau9Lt9bF+FuoJGXL3KhuPiioqZ8kApxm0=,初戀,
vI7h7YYoSDs1yrDPuY7llyLSBeP80LpH0B9FfbeRU9o=,Dancing in Your Dreams,US2G41200005
Rx8hx8FPkqZrI2zILqTFvqXdTiOF+nGqFp9KgWtTZwA=,Dark Blue,USIR10000088
x2HuKhImDSwUsyJT36lgU1sPDCKSze8bL+cHOsE81g8=,Little Star,
Aj4Q/SMtHiCJow9AOoZX07qd50PEAd4D61JK4I3zUro=,All The Way Up,USUYG1095628
UhlUw59OZYhQKnA01E81xqJMKfIR7J3ULnWpzzlNpx4=,孤單,TWA451621108
LR0G9P7AiV5JJRHaiOcLTL3TjKUEmD8cGoINOlH0kg0=,PARIS C'EST SUPER,
Nl706SIEQTVpdnEsmWolv51WNzR5sy+edUeiEUy3zyQ=,相思比夢長,TWA539200107
f1H0YOcoWMQ9pFBiKxiOLLLzJql8rYrcpZhexU5Lfh4=,愛人在哪裡,
Sls7OUay3t7Pmrvr8y7Ik/DhgbuMQPECoHaB/b90Ov4=,謊言 (動畫【鋼的煉金術師 FULLMETAL ALCHEMIST】片尾曲),JPKS00900421
dasysqv2Ffalu5lh3ZXcw+489Br3V5T6pn7xqOuFNZQ=,Sugar,USUM71410340
PY+f+L0zJZG6U2eMQQT11m3BcdM25eDnBGtaH/RIgcc=,只能抱著你,TWA459962306
Lce29wkNS9AJfJ8fCBgHhCuGHz7QuUFBE1qiPljIMpk=,Cafe At Last,JPPO01618956
VbwOThWXCmT1BKqeEnZoXaEilZ0vhEQuSxAcHQZbBtY=,小女孩,TWA271207005
t6j1TwzcEQlu2Db7KXChP2xw5X0KFBHIt2QrPuL9Ovs=,小孩,
x829Ztypz43K7BnRSQm3KjilQ8OA+QutfHmaADeGUQw=,風的通道 (風の通り道-龍貓),
X7+LlNLfUGVybAItil/aUyaox2OHZMm3jfzCbSe3yBI=,看得最遠的地方,TWA210924303
rM1QiptEWpLi+OuSk0JOfnikdQS5sKIMqcCzK0OEbqI=,Peppering,USA2P1632987
SyO1lGVCyVfMJhnPKc1t5jtE/yPruU1Oiv5TiF9MCrY=,淺藍大肥貓,TWB839860304
gxOBGyYX7BUB640bZOXzHYEd6oqVD2+qErffGM966fQ=,A HA,TWF711200002
ml24rmVPAhE3x67qMXQADQfRnL9GQ1Cj+M8q4OrLpkM=,小精靈 (Fairy),TWA531636504
d9JIhDFkaRcBOhVhu2kFsC1QjW1NWvy8QoyGiV+reEU=,アシタカせっ記 [もののけ姫],JPTK09780801
gRpcfuFJZyMRty1BtauL1VVemPHB9rQ6trm6ZIAmp8A=,愛的學校,HKUM71000243
tn3R1gwM9bQlf65IDR/zNNSQ5lSUFM06PlFmGwp7hdI=,當一個天使的憂愁 (feat.小宇) (An Angel's Secret),TWA531663613
w89QiHRkogXhMcil0a4YA3ljqV/osBv8QQHihbJvCeI=,只怕想家,TWUM71200033
wMXfY38n1gkFWQazD2QZE6t7HX03WLiio9N9+tDEDE8=,夏之美術館,JPES00601701
uLMnQqH4r82LRDcPEMA/OwLS5TVWRIeqH9411w3Fl+I=,再會中港路,TWA451690601
gLnLDphxsiwAcosI/RsBUgNzSCFiJD06qUOT2Nd3dGc=,帕海貝爾-卡農,
0wpE60cwRSA6S4qVhKZgQf+qFnPTfP7Mk6CcMpWy1sI=,遙遠的等待,TWE230206105
TcJ1DCkVz+Orw1UT/J1VQiWT4oCcDroxqCH3FkHFMVE=,病人,
OleLuPEnMQVaYFuqHvAOds4EFdrba7TkJZwoPGJ0t28=,黑暗中的舞者,
xW61g25xnwKvU8mLFZ4CTbkKvaI5sQMte9TISh4dKXM=,Super Style,TWT411200101
U79sW2VYSvtBEZUpfy0DLGQFFfb+CQ5Dtwr6uMKEh6I=,我不是壞女孩,
PFqK5hx2i+DcUYJKQnJ1oT4/n4KULicHqxWTJw0jiDA=,Softly Falling,USR2M0300094
yKyDDhU+yFOgoKE1K74ar6RM9DkyAC6ITlaOR30Fo9Y=,I Will Always Love You (Siempre Te Amaré),GBHMU1200289
fNNGxnR4qk259COtZDfB3wSldWajloLkLX0LPLVDSWA=,Weekend,USAT21601382
N4mpAg86nmztotQ9lviwSt8Y8TlHS/j4iUJwrssdbWs=,三心二意的時候,
bdBwtZi/ypzaqAvWQeVtkE2jdMUQrlIp8WD6yYehY4g=,右外野手 (You Wai Ye Shou),TWA470815008
n2F/u3eGzzYrjaYkfLaOq4KhTa2eGfjlp0WIi92S2vs=,A.I.N.Y.,HKI110900204
z8KLRdI70lAjKyTk5BrkTjtmXSmk3TqZiwCLwEC70uY=,Torn Between Two Loves(矛盾的愛),
ziyXoqx8VhTFAklGOVkCVRPNSj0L8hPA2y8OoeSqgrU=,Gave Me Something,GBAHS1500224
4I5JJkbWOL21oa3HMJT2V2+egF7resGgJVSMcEy0yow=,一切為了愛,TWK230901901
tBfsl11yMa9SxLKo3lTGqZLBH234oPfDLqMWFTH8O6w=,Arch & Point,USRC11200939
2mW9+Frqn2uRg+cz1bnKBos07m/K7lxwONds2LGhMBk=,Some Day My Princes Will Come/有一天我的王子會出現,
DlQbGdOTIjEEQBrRZxveLvr2HCwQpJTu/kUsGN+QP3M=,月球,TWA211226901
fD576VOr4K0DLkgQrFCPVc37zoIimnKD1lpjp3pO3/I=,Go,KRA491600139
cQQchj9bgOhGnW1B1oHk24T/zmyljE7e1qrzG+rcMCc=,Mrs. Potato Head,USAT21501942
EWQBGUHeT8XC479mG5PUIXF4ysuKi5M2kKtuE3zAaKU=,Freeze You Out,FRUM71501108
L9xMtOQ4NA1sEcAM8evqRcZGYZj+crMwf0SUDlY5I8o=,孤雛,HKUM71600734
0LS4qpboYPNiBnUytCQt0W9hJIdl9K2rVcw/spZMvd4=,我給的愛,TWB879905807
xDYBlHE+E7Pj70WwKXLKAabflcVEe9p0Lcjaa8I3TGY=,我要我們在一起 (Live),HKI111300020
8azmw4Kx4dl9nZVMWa2AxmeWB78klMUa8txKFULqf58=,Musette (du petit cachier d’Anna-Madalena),TWC019603670
7fGgHospKumWayXxM3vhltaQ+CvXn7QnROrbpq6JsWw=,回憶的閣樓,TWA211227202
XupvSqhYkG1v2shuDsH0ji+6csW0VUqA/FW25yuoCz0=,Difference,USZXT1200449
FIFUrbTf3x6SWJW6pWMCoOQ1omvT0h/I76HaU5i1CCw=,One Thing,GBHMU1100171
JVuGKoJ+t1W0BpxlGxNWdALhr/z+1faHcbpTaVfXGzQ=,不過是想,CNF181200690
B51eRKweI/K/0pAUNcNI7SSnU1hxIVwU3oyXL6s9byM=,你是否,TWAC31600004
PfUnl7VMWcxMnKWnKXn/UaLrn41guiWB5t/SU/Ccu90=,What Will I Do,JPTO09608660
vWyhsZMWlfiv3vqIjROr/tL2d9QfvJ+qs9A0Vh3+Gic=,綻 (Zhan),CNZ411600063
SAdLRa6LPw66csNx3txO6EiDdYA4rPrA0oTl910hFp8=,老情歌,HKI499405101
Ei1eMFM4HvmUxGN1trqz8DjbwooCQ9CWYphDv9ingbA=,我不愛你了,TWA270918006
eSsGswQ/fJGHInJv0DEhzAi0+S6R92QpCSA0VDDnUFM=,Stranger,KRA301600041
GKqV3Ip2cX900zmAA6whNNRrZGc8yJKRf8ZHoLVC9W8=,Chega de Saudade,USA371536946
NpAP0alCp+GgSNEUAGw/6Z6ybjg+d6U2VtdeS8Ttx7I=,となりのトトロ－エンディング主題歌－,JPTK08880519
X6wtxwBB5Zwf466t4/vwuWJs8JNQzlAya4xfFJfGjmY=,我們活著的故事 - feat. Megan Lee,TWA531400819
Ae8c9AVuvJ/7U9P8D+XVaFYZ9u/2t+1dNrJKOYuA1LM=,Heart Skipped A Beat ,GBBKS0900199
1Zk1TL65KkKzlGQnc923emTofGVybOlEZfca38M1+J4=,千里岸,TWI431300406
pr8tGeKGem4TR9DcpmzSNzj8m0xgvzn5ro+xp+wLw98=,Laughter in the Rain,JPPC01000364
NtlZgAYpETxHBuVwtjoNhGKHc+Jy5iUcvOieY6vWInY=,If,US5TA1600078
LppH7SY5xGgqxzcPUSNJBrNG5ojyiI5Ej4h3UxFFe3s=,那時候我們相愛 - 朴時煥,KRA491400275
mfvSp3v+lpMU71Ez/FSBssRRCUKAeMA+cWBXt93V+dY=,American Oxygen,QM5FT1500064
QgVtdrzYg5BeuXCUkt7Y+O8Ir662t8C0faVqk9V4O8s=,Better Than Yourself (Criminal Mind Pt. 2),USWB11514520
lapk6sUq7KI3++oFtTn1hvZ3wwd+GDztqLPTc74nCwE=,最熟悉的陌生人,TWC150604001
m0Dlt5Fz/eEFJcbG7KKHbhKZj6HN/7kKMBPxsXDd0o0=,愛江山更愛美,TWA459438708
XJC5bvUoud6KY1OllaHBQ1OGCRiB+K7GM2XTGf6EHcI=,What I Did For Love (feat. Emeli Sandé),GB28K1400044
V8XdWaWxwnZ/jAPW8hAtZ3O97WaSMGWhZQlmHw/8E3Y=,我們跟你在一起 (Being Together),TWX211300102
TR8hJao3vO4SytOZimGXycj1TQ4MY/VvShO1wHKycN8=,YOU AND ME,
7HGadc2mPJHWZNQBtIWvRhX2S8Ka2TPyJ5JjBcCMgzs=,蒲公英的約定,TWK970801407
0jICzZ+v86ov3Ry3AV3LccFdbWvfizGgCkxVHsNIp0c=,もののけ姫（ヴォーカル エンディング）,JPTK09780831
LLIRhjZRkvb0rCrwLSIaK/ywSbSXjmxIMM3RHP7mn/M=,A Whole New World,USWD10423000
Ghv7MeeMT3uqpvSbNa20iFmcXKsbytAnW1ke7xbR3t0=,One Wild Night 2001,USIR20110108
Qe1eKw8YuWelbLKycJTj5njfjti7ng+f3Wk2bCilPXY=,你的海洋 (Deep Love),TWA531680208
LqRvT6/2DS8ycBVMn6fFNqTDAE6lv0N/Ouw71Wab+08=,Able,USSM11607246
2pOVbWRyPgt7grn3tKWQpvXP8w4Y2kFtSxfS54Qx6YE=,Vida (Spanglish Version),BRSME1400007
g/7CcrF0KFtfmsTjDoqlOTJUMchxehhX6lV81oMDxfU=,在我身邊 (ZAI WO SHEN BIAN),TWA470919002
qKbIUVrRkJqqE0QcNhpNftGGkzC4SChZDE+Y1Ij4oZ4=,愛我很簡單,TWJ011100409
6WrIeL6bxnrrDgKEpiS5sNc6iQwnkTP04FcWG94EtxU=,我 (I),TWA531242312
FeEnHlwDYIyxE0h0hEAeaRWRr0vcmPq/R58B8Dsepvs=,No One(無人能比),USJAY0700190
envV5OoAtG9D4153zapTifZLo868LB1xCz20eJ273wU=,Electric Love,USUM71416307
1GYNJh+SCs6/XdSm2wiOqqFoCQ0ZGzp8zrfjbIyjpBk=,你是我的唯一,
4kS1xK5JKomDtQvS0AZT3jVOlpHwuNBYies1yCxzSZk=,ハナミズキ,JPB601270431
BkJWNu9Xzav8Gry5FFAQyyCav/b5uOVT2YVci/2PdXc=,鴛鴦情,TWW471603003
mpe0KwAxm7MOKllVyvhl6RqMvzG62VLCX6fekvlO3ek=,Last Good-bye,KRA301600382
HEQoGPjUAvGW3/iOUUiNDUWsekDLWz5XDx+fZblVFtM=,Destinazione paradiso (live),ITR000700178
8HzTVGm9mrCQzOjnnh/VVVC9oQmjeoFhF5NMzPq/laM=,酒矸倘賣否,TWA530112228
uA9KVu4iztst8KLmL7biFFIPcLW9YX7G1GYMWe2nPnU=,相思過頭,TWW471607003
zq89ZxclMeoEzA/3oItW2Nl3gTe6Z4Cxcw07L8D0UfE=,不可以沒有我,TWA471202006
QLQqNgLIH8aYoptjMTRGYLKPhOXbIW6kYyft+BdJZBY=,Tekla Badarzewska-Baranowska (1838 - 1861) The Maiden's Prayer| Arr. Joseph Cooper,GBF077610460
hnKlWrlCb61/ZOQ2bhUt8xSYv+frXS2/SylpM4PBCrA=,Tiptoe,USUM71208576
YV2sRrlf1nR/bauYstF8/blbQloBTFUmEhGnRxykm9U=,Rescue Me,GBCTA1100704
zZfkfrf3Etq0DEuVq4zltg0Rek4ThWlX5fms8I3yE3s=,她他,TWA130001403
YEKbdldO7IPizJMqGf804Gl8IKhKArya3lBStdgObto=,Don't Say Sorry,HKH589800040
JCsEvAMg6WYMA1hTWKcfsOvKlayg1EVgrbdan4IVOuk=,回家路上,TWP031100101
ZTr2sOPQhVVJmF8iCyNMvU4ChtQNmHd2XX1r0oeKpoU=,說不出的告別,
W8yCrQz54fuwoOlhq6KgyEjsUXJlm4n5VTp2gqsFfKk=,Save Rock And Roll – feat. Elton John,USUM71302621
Ih7TS2x2aDQ94Z8vtgXAZJRgAXxqiLdFuVLREbpDNKs=,FRONTIER,JPKI01516690
mYQr+w01O0elluhGoQJ9xMoEXCQLeiyubbbWpZKfEJo=,華振舞,JPB601500301
jOOjZDpFgHIJ/abAkhkGcofe5u0NRx0KPIQTQNL/LVU=,BALLADE POUR ADELINE  給愛德琳的詩,
ln+YzA7UzOv1MqcHuHtiVvfGTzZcraNbcn6wZndVd4A=,ONION!,JPJ221200409
6ngAraVRhu3YSVb/6T7/u1sKEkXYITSHjxq8OXZJhjU=,豔遇 (Snakes and Ladders),TWJ011600809
tfSDHc0WYaku2+yi62zbxAjbkNH3+aKD5J3lNCJ/hEA=,노크(KNOCK),KRA381208842
v1+QndWVaGf0zlafZMN0hdu8nP6l7W+hDkvd0HRDF/I=,咪咪,TWC010001990
OT3iQDsFPSgf07xq0yDQ5dH1jFSAb96t2/jRoMcBAtM=,Puff the Magic Dragon,US4EB1004510
Mo7SWZOCTjL7sbqET3VyeqGtzIWag5+x3Pzr0wFna1E=,藤本先生/選自《崖上的波妞》,
42E5xPanQt3H+dSqPaJTbFSaUbNqS6Pf5KXkHUek/e4=,Sea Of Love,
kjEayb0Gt7euPEPel12srPqUJeyvdJFgtgbhhnIHsyc=,孫悟空 Ver. All Crew Out,TWK230902417
wK0lyULBJqA7mhUTd5ewEu29t5ybZLIQa2ueReuFlLo=,Lucky (Glee Cast Version),USQX91001142
oeMH2E36jxWn3A9K5cHD0YoBb8NDVblc5n35cgpoMA8=,Get You Goin',
E4AXYiR9Av2LznMLRzfmuVxZEmXwuqGXGgVm2M5mWHI=,U're My Sweety,TWA531513546
eQQoaW7SjtPz/glHWhs+kMICcm1H2gALB2IXCX00mv8=,我這個你不愛的人,TWA550013101
rvTxvhdFzxtj8oOdOtw5jSKhRbiIOI4EKH0fphQCJEQ=,眉飛色舞(OA),
SRkSabTO+hIi9+tDuwhg4rB1NWJPP2XyGqL+BSknOdk=,All I Ask of You (Phantom of the Opera),US4EB0936704
BrBJ5vYqQorJgsKsEe/wK5FR/z+PWBrLS0q9hHJx0i4=,癒し 音楽 ピアノ,ITO101546416
vGehjdNbK6CHzXeUYrgy7k1W9rg5y5Zfx8MJ6ZBGfLc=,Volti e fantasmi,ITB401300002
IM67GwWkBOqfRHfiq+0M8ScQ20MqgGU7Cyw0mx7U5i4=,Error,JPTF01614802
eXGzVUlrzrJ0q6pHM+r+HF/pvO6imw3LwWZkFwvDIOg=,Ba Ba,USMC10400001
zPOMK2GTnnR7iptyBgl+SAZlR8ABC6h8EEZdwkC55pk=,海的彼方,JPVI00337120
AHsfdVWdBjNri/N3GVYsVQ87Lasv8cU/NOddiIruMFI=,Kyouha Dokono Party?,TCJPE1635215
gPBHMHeXqaKRIZ1oVoM6ojuOCuAlYeDDGHzxsPi4BR4=,22,GB45A1500190
TQJeeKkEy6WLJz1hUebKt0D5JIjTH8L3GGF1T3Kjmiw=,Uptown Girl,GBARL0100013
5Qy6PhTrzfxhcEpQ/8DIzzS9dS1ys38qQx8ITP/EPZU=,搭便車,TWCC31600014
mphj4Tdo9cl4vJdEccqo9zVbteaoDJLCZ0S98IUBKRk=,唱完以後,TWC611612011
hBwOxt7MD1aB5YMoAJEWACV+9z1OxQPfqFlm8joZ0zc=,The Lord Is My Shepherd,
6sy67gTQ/dxKcaQ15QflZvycbppSINowtwBeey9OAAs=,upset underworld,TWN311200023
1I/Mzm7ePXdStNoEu4pmj44Cw3LaPX3vY+4flXNTssA=,Feeling Well,
p9eWLosC/sj5TC8ysQSq1VffGh6iTmC4d5tC8ZdC9uE=,I Have No Hometown,KRA031209641
sm5V9vB2mX/twgefeDx6DWPVUFzXoYDJM3zTdrgcxHA=,原來我們都是幸福的,TWR251000004
TwSp76o/YCBioCgENsvm0Bh3PlPdD8vOJBdCkaTODVw=,How Can You Mend a Broken Heart,US2HK0913707
VrjiQxEK63CpBecPnREhjZLWrBS6VDUAi/3++Kt7S/M=,因為愛所以愛,HKG250030105
t9mKry/vvF+znUEIowc17W2QftrXouhwEHe2dSNuIo0=,She lets me,USJAY0200514
HGIl/XpgtGkKNV/NuMmD/RgNbuGerOVHhkAhIpw+a+8=,Leave Your Lover,TCACR1613519
AXScb3tz+Oxmf9caH4J5aCk9+amVTVb0d08fPIzShxU=,Style / Lean On,TCACE1545314
NEZaHjJgYfflkA3L29VMJ7aLeQGvFgkrkYMC+RDvwGQ=,Alfie,USRDG0227071
54RrARwfpANAIViBl9PFh39b9Xil8vZ/uVVxwWnG2ik=,What If,USWB10905330
L3h8yIk2cF9m36qo0h0JFuCSQQTVAJKMIPtjBWbF1yw=,Safe And Sound,USCA21203108
nVmBTwFe6doNiTyBOoG8w/JuHqSb66GEp3KrEQgcOMw=,雪のツバサ （第25〜37話ED),JPP751100697
kRtTX8+Bw41yy7r8WcP1lzfdGTC4eFSqC96teUW+5dQ=,高空彈跳,TWJ011400107
Di+VoP127uV7WDhIQjit68XFbEx/8DjtLfK3NZ0STuc=,Fire Starter,USHR11334232
n7D4id8iev4ukTomlzVdaZ0T/3rtPOoIWWyM3ggoIpA=,Lay Me Down,CH3131340332
EKccoOXhkDf415kdhz8nMYW2SlkxCFnsFvaYwhYxDNc=,枯葉蝶,TWP231310004
lUQukVDW1j19sk0LdrRXTz7vsI0KzD37/gMgChMShrU=,亞特蘭提斯之戀,
fSPweRTEmTKkQGhnnHxc0087hUaoaCkc0xgxa0D6aic=,講什麼山盟海誓,
2pNnuiNuj5FYSPvGSEKps01vAygaNj2aV4K6pnJWREU=,Fantastic Baby,TWA531200183
9Dmu5NDzoyYAiN+avJEeTK2aDNzRIncI7JFCvhJaie4=,New Problems,QM6N21493211
aV9GQExzl23+OxBAGfCy6pq11E9Rx3ylwpe07Lhhdxk=,魔法,TWA530510903
BVjKmfyaz0A9Nz6AjaqqcdqTKY3XO47f5LLsfwvhOrU=,VIOLIN CONCERTO IN A MINOR BWV 1041 - ALLEGRO MODERATO,
